Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
0.265,0.26,14.63,14.64,1.000,0.00,0.00,381,438,0,93,3.58,-10.14,206,0.00,4.04,1.000,4.69,-2.34,14.85,0.0,14.65,199,4.00,0.70,84,1.02,815,4.7,0.00,0
0.280,0.26,14.63,14.64,1.000,0.00,0.00,405,438,0,93,3.59,-10.14,206,0.00,4.04,1.000,4.69,-2.34,14.86,0.0,14.65,199,4.00,0.70,84,1.02,817,4.7,0.00,0
0.316,0.26,14.63,14.64,1.000,0.00,0.00,388,438,0,93,3.58,-10.15,206,0.00,4.06,1.000,4.69,-2.34,14.82,0.0,14.65,199,4.00,0.70,84,1.02,816,4.7,0.00,0
0.361,0.26,14.63,14.64,1.000,0.00,0.00,384,438,0,93,3.58,-10.15,206,0.00,4.05,1.000,4.69,-2.34,14.81,0.0,14.65,199,4.00,0.70,84,1.02,817,4.7,0.00,0
0.365,0.26,14.63,14.64,1.000,0.00,0.00,388,438,0,93,3.58,-10.16,206,0.00,4.06,1.000,4.69,-2.34,14.83,0.0,14.65,199,4.00,0.70,84,1.02,817,4.7,0.00,0
0.380,0.26,14.63,14.64,1.000,0.00,0.00,397,438,0,93,3.58,-10.16,206,0.00,4.06,1.000,4.69,-2.34,14.83,0.0,14.65,199,4.00,0.70,84,1.02,817,4.7,0.00,0
0.389,0.26,14.63,14.64,1.000,0.00,0.00,405,438,0,93,3.59,-10.16,206,0.00,4.06,1.000,4.69,-2.34,14.81,0.0,14.65,199,4.00,0.70,84,1.02,819,4.7,0.00,0
0.424,0.26,14.63,14.64,1.000,0.00,0.00,390,438,0,93,3.59,-10.16,206,0.00,4.04,1.000,4.69,-2.34,14.83,0.0,14.65,199,4.00,0.70,84,1.02,820,4.7,0.00,0
0.440,0.26,14.63,14.64,1.000,0.00,0.00,388,438,0,93,3.59,-10.17,206,0.00,4.06,1.000,4.69,-2.34,14.83,0.0,14.65,199,4.00,0.70,84,1.02,819,4.7,0.00,0
0.461,0.26,14.63,14.64,1.000,0.00,0.00,388,438,0,93,3.58,-10.17,206,0.00,4.06,1.000,4.69,-2.34,14.85,0.0,14.65,199,4.00,0.70,84,1.02,819,4.7,0.00,0
0.466,0.26,14.63,14.64,1.000,0.00,0.00,395,438,0,93,3.58,-10.17,206,0.00,4.06,1.000,4.69,-2.34,14.83,0.0,14.65,199,4.00,0.70,84,1.02,818,4.7,0.00,0
0.490,0.26,14.63,14.64,1.000,0.00,0.00,401,438,0,93,3.57,-10.18,206,0.00,4.07,1.000,4.69,-2.34,14.82,0.0,14.65,199,4.00,0.70,84,1.02,818,4.7,0.00,0
0.516,0.26,14.63,14.64,1.000,0.00,0.00,394,438,0,93,3.57,-10.18,206,0.00,4.07,1.000,4.69,-2.34,14.84,0.0,14.65,199,4.00,0.70,84,1.02,816,4.7,0.00,0
0.562,0.26,14.63,14.64,1.000,0.00,0.00,386,438,0,93,3.56,-10.18,206,0.00,4.09,1.000,4.69,-2.34,14.82,0.0,14.65,199,4.00,0.70,84,1.02,813,4.7,0.00,0
0.576,0.26,14.63,14.64,1.000,0.00,0.00,404,438,0,93,3.54,-10.18,206,0.00,4.11,1.000,4.69,-2.34,14.82,0.0,14.65,199,4.00,0.70,84,1.02,812,4.7,0.00,0
0.611,0.26,14.63,14.64,1.000,0.00,0.00,385,438,0,93,3.54,-10.19,206,0.00,4.12,1.000,4.69,-2.34,14.85,0.0,14.65,199,4.00,0.69,84,1.02,811,4.7,0.00,0
0.647,0.25,14.63,14.64,1.000,0.00,0.00,397,438,0,93,3.44,-10.19,206,0.00,4.13,1.000,4.69,-2.34,14.82,0.0,14.65,199,-0.50,0.69,84,0.98,809,3.1,0.00,0
0.671,0.25,14.63,14.64,1.000,0.00,0.00,379,438,0,93,3.41,-10.19,206,0.00,4.13,1.000,4.69,-2.34,14.84,0.0,14.65,199,-0.50,0.69,84,0.98,810,3.1,0.00,0
0.696,0.25,14.63,14.64,1.000,0.00,0.00,404,438,0,93,3.36,-10.28,206,0.00,4.21,1.000,4.69,-2.34,14.83,0.0,14.65,199,-7.00,0.69,84,0.88,810,3.1,0.00,0
0.720,0.25,14.63,14.64,1.000,0.00,0.00,388,438,0,93,3.30,-10.42,206,0.00,4.36,1.000,4.69,-2.34,14.83,0.0,14.65,199,-6.50,0.69,84,0.86,809,3.1,0.00,0
0.735,0.23,14.63,14.64,1.000,0.00,0.00,397,438,0,93,3.27,-10.42,206,0.00,4.36,1.000,4.69,-2.34,14.82,0.0,14.65,199,-6.50,0.69,84,0.86,808,3.1,0.00,0
0.771,0.23,14.63,14.64,1.000,0.00,0.00,389,438,0,93,3.18,-10.51,206,0.00,4.49,1.000,4.69,-2.34,14.80,0.0,14.65,199,-6.50,0.51,84,0.86,799,3.1,0.00,0
0.802,0.23,14.63,14.64,1.000,0.00,0.00,401,438,0,93,3.14,-10.57,206,0.00,4.50,1.000,4.69,-2.34,14.80,0.0,14.65,199,-6.50,0.51,84,0.86,793,3.5,0.00,0
0.871,0.23,14.63,14.64,1.000,0.00,0.00,402,438,0,93,3.08,-10.64,206,0.00,4.63,1.000,4.69,-2.34,14.83,0.0,14.65,199,-6.50,0.50,84,0.88,786,3.5,0.00,0
0.896,0.23,14.63,14.64,1.000,0.00,0.00,389,438,0,93,3.05,-10.70,206,0.00,4.69,1.000,4.69,-2.34,14.79,0.0,14.65,199,-6.50,0.50,84,0.88,784,3.5,0.00,0
0.951,0.22,14.63,14.64,1.000,0.00,0.00,390,438,0,93,2.99,-10.76,206,0.00,4.75,1.000,4.69,-2.34,14.80,0.0,14.65,199,-5.00,0.66,84,0.90,777,3.9,0.00,0
0.955,0.22,14.63,14.64,1.000,0.00,0.00,393,438,0,93,2.97,-10.76,206,0.00,4.75,1.000,4.69,-2.34,14.77,0.0,14.65,199,-4.50,0.66,84,0.90,771,3.9,0.00,0
0.969,0.22,14.63,14.64,1.000,0.00,0.00,377,438,0,93,2.96,-10.76,206,0.00,4.75,1.000,4.69,-2.34,14.75,0.0,14.65,199,-4.50,0.66,84,0.90,771,3.9,0.00,0
0.986,0.22,14.63,14.64,1.000,0.00,0.00,401,438,0,93,2.96,-10.78,206,0.00,4.77,1.000,4.69,-2.34,14.75,0.0,14.65,199,-4.00,0.66,84,0.92,772,3.9,0.00,0
1.035,0.22,14.63,14.64,1.000,0.00,0.00,381,438,0,93,2.96,-10.78,206,0.00,4.77,1.000,4.69,-2.34,14.76,0.0,14.65,199,-4.00,0.66,84,0.92,772,3.9,0.00,0
1.071,0.22,14.63,14.64,1.000,0.00,0.00,380,438,0,93,2.95,-10.78,206,0.00,4.84,1.000,4.69,-2.34,14.75,0.0,14.65,199,-4.00,0.66,84,0.92,773,3.9,0.00,0
1.085,0.22,14.63,14.64,1.000,0.00,0.00,387,438,0,93,2.95,-10.78,206,0.00,4.84,1.000,4.69,-2.34,14.74,0.0,14.65,199,-3.00,0.66,86,0.94,771,4.3,0.00,0
1.113,0.22,14.63,14.64,1.000,0.00,0.00,390,438,0,93,2.95,-10.76,206,0.00,4.81,1.000,4.69,-2.34,14.73,0.0,14.65,199,-3.00,0.66,86,0.94,771,4.3,0.00,0
1.153,0.22,14.63,14.64,1.000,0.00,0.00,398,438,0,93,2.94,-10.75,206,0.00,4.80,1.000,4.69,-2.34,14.74,0.0,14.65,199,-3.00,0.66,86,0.94,773,4.3,0.00,0
1.191,0.22,14.63,14.64,1.000,0.00,0.00,381,438,0,93,2.94,-10.75,206,0.00,4.80,1.000,4.69,-2.34,14.74,0.0,14.65,199,-3.00,0.66,86,0.94,773,4.3,0.00,0
1.206,0.22,14.63,14.64,1.000,0.00,0.00,383,438,0,93,2.94,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.73,0.0,14.65,199,-3.00,0.66,86,0.94,776,4.3,0.00,0
1.233,0.22,14.63,14.64,1.000,0.00,0.00,385,438,0,93,2.94,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.74,0.0,14.65,199,-3.00,0.66,86,0.94,775,4.3,0.00,0
1.263,0.22,14.63,14.64,1.000,0.00,0.00,393,438,0,93,2.93,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.72,0.0,14.65,199,-3.00,0.66,86,0.94,773,4.3,0.00,0
1.287,0.22,14.63,14.64,1.000,0.00,0.00,397,438,0,93,2.93,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.71,0.0,14.65,199,-3.00,0.66,86,0.94,773,4.3,0.00,0
1.317,0.22,14.63,14.64,1.000,0.00,0.00,398,438,0,93,2.93,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.72,0.0,14.65,199,-2.50,0.66,86,0.94,774,4.3,0.00,0
1.368,0.22,14.63,14.64,1.000,0.00,0.00,383,438,0,93,2.93,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.69,0.0,14.65,199,-3.00,0.66,86,0.94,778,3.9,0.00,0
1.388,0.22,14.63,14.64,1.000,0.00,0.00,384,438,0,93,2.93,-10.74,206,0.00,4.79,1.000,4.69,-2.34,14.68,0.0,14.65,199,-3.00,0.50,86,0.94,779,3.9,0.00,0
1.417,0.22,14.63,14.64,1.000,0.00,0.00,392,438,0,93,2.93,-10.73,206,0.00,4.79,1.000,4.69,-2.34,14.69,0.0,14.65,199,-3.00,0.50,86,0.94,779,3.9,0.00,0
1.442,0.22,14.63,14.64,1.000,0.00,0.00,390,438,0,93,2.93,-10.73,206,0.00,4.79,1.000,4.69,-2.34,14.68,0.0,14.65,199,-3.00,0.50,86,0.94,779,3.9,0.00,0
1.472,0.22,14.63,14.64,1.000,0.00,0.00,374,438,0,93,2.92,-10.74,206,0.00,4.79,1.000,4.69,-2.34,14.67,0.0,14.65,199,-3.00,0.50,86,0.94,779,3.9,0.00,0
1.477,0.22,14.63,14.64,1.000,0.00,0.00,401,438,0,93,2.93,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.65,0.0,14.65,199,-3.00,0.50,86,0.94,782,3.9,0.00,0
1.492,0.22,14.63,14.64,1.000,0.00,0.00,395,438,0,93,2.93,-10.74,206,0.00,4.80,1.000,4.69,-2.34,14.64,0.0,14.65,199,-2.50,0.50,86,0.94,782,3.9,0.00,0
1.511,0.22,14.63,14.64,1.000,0.00,0.00,392,438,0,93,2.93,-10.75,206,0.00,4.81,1.000,4.69,-2.34,14.62,0.0,14.65,199,-2.50,0.50,86,0.94,787,3.9,0.00,0
1.530,0.22,14.63,14.64,1.000,0.00,0.00,380,438,0,93,2.92,-10.75,206,0.00,4.81,1.000,4.69,-2.34,14.61,0.0,14.65,199,-2.50,0.50,86,0.94,787,3.9,0.00,0
1.561,0.22,14.63,14.64,1.000,0.00,0.00,386,438,0,93,2.91,-10.75,206,0.00,4.81,1.000,4.69,-2.34,14.60,0.0,14.65,199,-2.50,0.50,86,0.94,785,3.9,0.00,0
1.566,0.22,14.63,14.64,1.000,0.00,0.00,395,438,0,93,2.90,-10.76,206,0.00,4.82,1.000,4.69,-2.34,14.57,0.0,14.65,199,-3.00,0.50,86,0.94,782,3.9,0.00,0
1.592,0.22,14.63,14.64,1.000,0.00,0.00,392,438,0,93,2.89,-10.76,206,0.00,4.82,1.000,4.69,-2.34,14.54,0.0,14.65,199,-3.00,0.50,86,0.94,781,3.9,0.00,0
1.606,0.22,14.63,14.64,1.000,0.00,0.00,395,438,0,93,2.89,-10.78,206,0.00,4.84,1.000,3.91,-2.34,14.51,0.0,14.65,199,-3.00,0.50,86,0.94,781,3.9,0.00,0
1.631,0.22,14.63,14.64,1.000,0.00,0.00,381,438,0,93,2.88,-10.79,206,0.00,4.84,1.000,3.91,-2.34,14.50,0.0,14.65,199,-3.00,0.50,86,0.94,781,3.9,0.00,0
1.645,0.22,14.63,14.64,1.000,0.00,0.00,397,438,0,93,2.88,-10.79,206,0.00,4.85,1.000,3.91,-2.34,14.48,0.0,14.65,199,-3.00,0.50,86,0.94,782,3.9,0.00,0
1.679,0.22,14.63,14.64,1.000,0.00,0.00,381,438,0,93,2.88,-10.79,206,0.00,4.85,1.000,3.91,-2.34,14.47,0.0,14.65,199,-3.00,0.50,86,0.94,782,3.9,0.00,0
1.696,0.22,14.63,14.64,1.000,0.00,0.00,385,438,0,93,2.87,-10.80,206,0.00,4.86,1.000,3.91,-2.34,14.43,0.0,14.65,199,-2.50,0.50,86,0.94,780,3.9,0.00,0
1.741,0.22,14.63,14.64,1.000,0.00,0.00,376,438,0,93,2.86,-10.81,206,0.00,4.87,1.000,3.91,-2.34,14.41,0.0,14.65,199,-2.00,0.50,86,0.94,775,3.9,0.00,0
1.767,0.22,14.63,14.64,1.000,0.00,0.00,394,438,0,93,2.86,-10.83,206,0.00,4.88,1.000,3.91,-2.34,14.38,0.0,14.65,199,-2.00,0.50,86,0.94,775,3.9,0.00,0
1.804,0.22,14.63,14.64,1.000,0.00,0.00,397,438,0,93,2.86,-10.84,206,0.00,4.89,1.000,3.12,-2.34,14.36,0.0,14.65,199,-2.00,0.50,86,0.94,777,3.9,0.00,0
1.839,0.22,14.63,14.64,1.000,0.00,0.00,386,438,0,93,2.85,-10.84,206,0.00,4.90,1.000,3.12,-2.34,14.33,0.0,14.65,199,-1.50,0.50,86,0.94,774,3.9,0.00,0
1.870,0.22,14.63,14.64,1.000,0.00,0.00,396,438,0,93,2.85,-10.82,206,0.00,4.90,1.000,3.12,-2.34,14.33,0.0,14.65,199,-1.50,0.50,86,0.94,772,3.9,0.00,0
1.892,0.22,14.63,14.64,1.000,0.00,0.00,397,438,0,93,2.84,-10.82,206,0.00,4.87,1.000,3.12,-2.34,14.31,0.0,14.65,199,-1.00,0.49,86,0.94,772,3.9,0.00,0
1.907,0.22,14.63,14.64,1.000,0.00,0.00,400,438,0,93,2.84,-10.80,206,0.00,4.87,1.000,3.12,-2.34,14.31,0.0,14.65,199,-1.00,0.50,86,0.94,774,3.9,0.00,0
1.929,0.22,14.63,14.64,1.000,0.00,0.00,399,438,0,93,2.84,-10.80,206,0.00,4.86,1.000,3.12,-2.34,14.32,0.0,14.65,199,-1.00,0.50,86,0.94,775,3.9,0.00,0
1.944,0.21,14.63,14.64,1.000,0.00,0.00,382,438,0,93,2.85,-10.81,206,0.00,4.87,1.000,3.12,-2.34,14.30,0.0,14.65,199,-1.00,0.50,86,0.94,777,3.9,0.00,0
1.973,0.21,14.63,14.64,1.000,0.00,0.00,400,438,0,93,2.85,-10.81,206,0.00,4.87,1.000,3.12,-2.34,14.29,0.0,14.65,199,-1.00,0.50,86,0.94,778,3.9,0.00,0
1.987,0.21,14.63,14.64,1.000,0.00,0.00,387,438,0,93,2.85,-10.82,206,0.00,4.88,1.000,3.12,-2.34,14.28,0.0,14.65,199,-1.00,0.50,86,0.94,780,3.9,0.00,0
2.007,0.21,14.63,14.64,1.000,0.00,0.00,391,438,0,93,2.85,-10.82,206,0.00,4.88,1.000,3.12,-2.34,14.30,0.0,14.65,199,-1.00,0.50,86,0.94,781,3.9,0.00,0
2.030,0.21,14.63,14.64,1.000,0.00,0.00,396,438,0,93,2.85,-10.82,206,0.00,4.87,1.000,3.12,-2.34,14.30,0.0,14.65,199,-1.00,0.50,86,0.92,783,3.9,0.00,0
2.049,0.21,14.63,14.64,1.000,0.00,0.00,393,438,0,93,2.85,-10.82,206,0.00,4.87,1.000,3.12,-2.34,14.30,0.0,14.65,199,-1.00,0.50,86,0.92,784,3.9,0.00,0
2.066,0.21,14.63,14.64,1.000,0.00,0.00,402,438,0,93,2.85,-10.84,206,0.00,4.90,1.000,2.34,-2.34,14.29,0.0,14.65,199,-1.00,0.50,86,0.92,785,3.9,0.00,0
2.096,0.21,14.63,14.64,1.000,0.00,0.00,399,438,0,93,2.85,-10.84,206,0.00,4.90,1.000,2.34,-2.34,14.29,0.0,14.65,199,-1.00,0.50,86,0.92,786,3.9,0.00,0
2.113,0.21,14.63,14.64,1.000,0.00,0.00,394,438,0,93,2.85,-10.86,206,0.00,4.92,1.000,2.34,-2.34,14.30,0.0,14.65,199,-1.50,0.50,86,0.92,788,3.9,0.00,0
2.138,0.21,14.63,14.64,1.000,0.00,0.00,384,438,0,93,2.84,-10.86,206,0.00,4.92,1.000,2.34,-2.34,14.32,0.0,14.65,199,-1.50,0.50,86,0.92,788,3.9,0.00,0
2.152,0.21,14.63,14.64,1.000,0.00,0.00,386,438,0,93,2.83,-10.86,206,0.00,4.92,1.000,2.34,-2.34,14.30,0.0,14.65,199,-1.50,0.50,86,0.92,786,3.9,0.00,0
2.167,0.21,14.63,14.64,1.000,0.00,0.00,393,438,0,93,2.83,-10.86,206,0.00,4.92,1.000,2.34,-2.34,14.31,0.0,14.65,199,-1.50,0.50,86,0.92,786,3.9,0.00,0
2.188,0.21,14.63,14.64,1.000,0.00,0.00,393,438,0,93,2.82,-10.86,206,0.00,4.92,1.000,2.34,-2.34,14.30,0.0,14.65,199,-2.00,0.50,86,0.92,782,3.9,0.00,0
2.216,0.21,14.63,14.64,1.000,0.00,0.00,380,438,0,93,2.81,-10.87,206,0.00,4.92,1.000,2.34,-2.34,14.31,0.0,14.65,199,-2.00,0.50,86,0.92,782,3.9,0.00,0
2.237,0.21,14.63,14.64,1.000,0.00,0.00,397,438,0,93,2.81,-10.87,206,0.00,4.93,1.000,2.34,-2.34,14.31,0.0,14.65,199,-1.00,0.50,86,0.92,779,3.9,0.00,0
2.247,0.21,14.63,14.64,1.000,0.00,0.00,378,438,0,93,2.80,-10.90,206,0.00,4.93,1.000,2.34,-2.34,14.32,0.0,14.65,199,-1.00,0.50,86,0.92,779,3.9,0.00,0
2.280,0.21,14.63,14.64,1.000,0.00,0.00,401,438,0,93,2.80,-10.90,206,0.00,4.95,1.000,2.34,-2.34,14.31,0.0,14.65,199,-1.00,0.50,86,0.92,776,3.9,0.00,0
2.286,0.21,14.63,14.64,1.000,0.00,0.00,383,438,0,93,2.80,-10.90,206,0.00,4.95,1.000,2.34,-2.34,14.32,0.0,14.65,199,-1.00,0.50,86,0.92,776,3.9,0.00,0
2.297,0.21,14.63,14.64,1.000,0.00,0.00,379,438,0,93,2.80,-10.90,206,0.00,4.95,1.000,2.34,-2.34,14.31,0.0,14.65,199,-1.00,0.50,86,0.92,773,3.9,0.00,0
2.319,0.21,14.63,14.64,1.000,0.00,0.00,392,438,0,93,2.79,-10.90,206,0.00,4.95,1.000,2.34,-2.34,14.33,0.0,14.65,199,-0.50,0.49,86,0.92,773,3.9,0.00,0
2.334,0.21,14.63,14.64,1.000,0.00,0.00,392,438,0,93,2.79,-10.88,206,0.00,4.94,1.000,2.34,-2.34,14.33,0.0,14.65,199,-0.50,0.49,86,0.92,773,3.9,0.00,0
2.363,0.21,14.63,14.64,1.000,0.00,0.00,392,438,0,93,2.79,-10.88,206,0.00,4.94,1.000,2.34,-2.34,14.31,0.0,14.65,199,-0.50,0.49,86,0.92,772,3.9,0.00,0
2.377,0.21,14.63,14.64,1.000,0.00,0.00,394,438,0,93,2.80,-10.89,206,0.00,4.94,1.000,2.34,-2.34,14.32,0.0,14.65,199,-0.50,0.49,86,0.92,774,3.9,0.00,0
2.394,0.21,14.63,14.64,1.000,0.00,0.00,394,438,0,93,2.80,-10.89,206,0.00,4.94,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,775,3.9,0.00,0
2.409,0.21,14.63,14.64,1.000,0.00,0.00,378,438,0,93,2.81,-10.89,206,0.00,4.94,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,780,3.9,0.00,0
2.424,0.21,14.63,14.64,1.000,0.00,0.00,395,438,0,93,2.81,-10.89,206,0.00,4.95,1.000,2.34,-2.34,14.32,0.0,14.65,199,0.00,0.50,86,0.94,780,3.9,0.00,0
2.448,0.21,14.63,14.64,1.000,0.00,0.00,385,438,0,93,2.81,-10.89,206,0.00,4.95,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,781,3.9,0.00,0
2.468,0.21,14.63,14.64,1.000,0.00,0.00,383,438,0,93,2.81,-10.89,206,0.00,4.95,1.000,2.34,-2.34,14.32,0.0,14.65,199,0.00,0.50,86,0.94,782,3.9,0.00,0
2.478,0.21,14.63,14.64,1.000,0.00,0.00,395,438,0,93,2.81,-10.89,206,0.00,4.94,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,782,3.9,0.00,0
2.506,0.21,14.63,14.64,1.000,0.00,0.00,389,438,0,93,2.81,-10.89,206,0.00,4.94,1.000,2.34,-2.34,14.32,0.0,14.65,199,0.00,0.50,86,0.94,783,3.9,0.00,0
2.540,0.21,14.63,14.64,1.000,0.00,0.00,374,438,0,93,2.81,-10.89,206,0.00,4.94,1.000,2.34,-2.34,14.32,0.0,14.65,199,0.00,0.50,86,0.94,783,3.9,0.00,0
2.545,0.21,14.63,14.64,1.000,0.00,0.00,397,438,0,93,2.81,-10.90,206,0.00,4.96,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,786,3.9,0.00,0
2.569,0.21,14.63,14.64,1.000,0.00,0.00,382,438,0,93,2.81,-10.93,206,0.00,4.98,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,788,3.9,0.00,0
2.610,0.21,14.63,14.64,1.000,0.00,0.00,391,438,0,93,2.81,-10.93,206,0.00,4.98,1.000,2.34,-2.34,14.31,0.0,14.65,199,-0.50,0.51,86,0.94,789,3.9,0.00,0
2.616,0.21,14.63,14.64,1.000,0.00,0.00,382,438,0,93,2.81,-10.92,206,0.00,4.98,1.000,2.34,-2.34,14.30,0.0,14.65,199,-0.50,0.51,86,0.94,787,3.9,0.00,0
2.637,0.21,14.63,14.64,1.000,0.00,0.00,385,438,0,93,2.80,-10.92,206,0.00,4.98,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,785,3.9,0.00,0
2.653,0.21,14.63,14.64,1.000,0.00,0.00,389,438,0,93,2.79,-10.92,206,0.00,4.98,1.000,2.34,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,782,3.9,0.00,0
2.673,0.21,14.63,14.64,1.000,0.00,0.00,373,438,0,93,2.79,-10.93,206,0.00,4.98,1.000,1.56,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,782,3.9,0.00,0
2.697,0.21,14.63,14.64,1.000,0.00,0.00,385,438,0,93,2.79,-10.93,206,0.00,4.99,1.000,1.56,-2.34,14.31,0.0,14.65,199,0.00,0.50,86,0.94,782,3.9,0.00,0
2.711,0.21,14.63,14.64,1.000,0.00,0.00,380,438,0,93,2.79,-10.94,206,0.00,4.99,1.000,1.56,-2.34,14.32,0.0,14.65,199,0.00,0.50,86,0.94,783,3.9,0.00,0
2.739,0.21,14.63,14.64,1.000,0.00,0.00,401,438,0,93,2.79,-10.94,206,0.00,5.00,1.000,1.56,-2.34,14.32,0.0,14.65,199,0.00,0.50,86,0.94,785,3.9,0.00,0
