Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
17.197,0.34,14.61,14.64,1.000,0.00,0.00,869,504,3,90,15.58,-9.06,148,17.00,-1.11,1.000,0.00,-8.59,14.66,0.0,14.65,167,22.50,1.75,82,1.44,2736,8.2,0.00,0
17.213,0.31,14.60,14.64,1.000,0.00,0.00,821,504,3,90,14.70,-9.59,148,16.25,-0.76,1.000,0.00,-8.59,14.66,0.0,14.65,167,22.50,1.75,82,1.44,2732,8.2,0.00,0
17.238,0.31,14.58,14.70,1.000,0.00,0.00,810,504,3,90,13.94,-9.77,148,15.88,-0.58,1.000,0.00,-8.59,14.74,0.0,14.65,167,22.00,1.75,82,1.30,2732,7.8,0.00,0
17.257,0.28,14.57,14.70,1.000,0.00,0.00,748,504,3,90,12.95,-9.95,148,15.12,-0.45,1.000,0.00,-8.59,14.81,0.0,14.65,167,22.00,1.75,82,1.30,2731,7.8,0.00,0
17.271,0.27,14.57,14.70,1.000,0.00,0.00,730,504,3,90,12.31,-10.08,148,14.38,-0.38,1.000,0.00,-8.59,14.85,0.0,14.65,167,21.50,1.74,82,1.30,2710,7.5,0.00,0
17.301,0.26,14.56,14.70,1.000,0.00,0.00,687,504,3,90,11.65,-10.45,148,13.62,-0.25,1.000,0.00,-8.59,14.96,0.0,14.65,167,21.50,1.74,82,1.30,2712,7.5,0.00,0
17.306,0.25,14.56,14.70,1.000,0.00,0.00,633,504,3,90,11.06,-10.60,148,12.88,-0.25,1.000,0.00,-8.59,15.00,0.0,14.65,167,21.50,1.73,82,1.24,2688,7.5,0.00,0
17.322,0.23,14.56,14.76,1.000,0.00,0.00,619,504,3,90,10.53,-10.86,148,12.12,0.02,1.000,0.00,-8.59,14.94,0.0,14.65,167,21.50,1.73,82,1.24,2689,7.5,0.00,0
17.343,0.22,14.57,14.82,1.000,0.00,0.00,566,504,3,90,10.27,-10.89,148,11.75,0.22,1.000,0.00,-8.59,14.94,0.0,14.65,167,21.00,1.72,82,1.24,2692,7.5,0.00,0
17.359,0.21,14.57,14.87,1.000,0.00,0.00,529,504,3,90,9.67,-10.88,148,10.62,0.18,1.000,0.00,-8.59,15.01,0.0,14.65,167,21.00,1.72,82,1.24,2690,7.5,0.00,0
17.387,0.21,14.58,14.93,1.000,0.00,0.00,517,504,3,90,9.39,-11.12,148,10.25,0.24,1.000,0.00,-8.59,15.13,0.0,14.65,167,20.50,1.73,82,1.22,2708,7.5,0.00,0
17.410,0.19,14.58,14.93,1.000,0.00,0.00,489,504,3,90,8.98,-11.33,148,9.12,0.32,1.000,0.00,-8.59,15.55,0.0,14.65,167,20.50,1.73,82,1.22,2729,7.5,0.00,0
17.435,0.18,14.58,14.99,1.000,0.00,0.00,433,504,3,90,8.59,-11.40,148,8.00,0.53,1.000,0.00,-8.59,15.71,0.0,14.65,167,20.50,1.17,82,1.20,2759,7.1,0.00,0
17.459,0.18,14.58,14.99,1.000,0.00,0.00,427,504,3,88,8.50,-11.40,148,7.62,0.46,1.000,0.00,-8.59,15.77,0.0,14.65,167,20.50,1.17,82,1.20,2773,7.1,0.00,0
17.484,0.17,14.59,14.99,1.000,0.00,0.00,383,504,3,88,8.18,-11.42,148,6.50,0.39,1.000,0.00,-8.59,15.89,0.0,14.65,167,20.00,1.19,82,1.22,2783,7.1,0.00,0
17.499,0.17,14.59,14.99,1.000,0.00,0.00,377,504,3,88,8.04,-11.51,148,6.12,0.45,1.000,0.00,-8.59,15.96,0.0,14.65,167,20.00,1.19,82,1.22,2778,7.1,0.00,0
17.521,0.17,14.59,14.99,1.000,0.00,0.00,355,504,3,88,7.77,-11.64,148,5.38,0.46,1.000,0.00,-8.59,16.16,0.0,14.65,167,20.00,1.18,82,1.16,2753,7.1,0.00,0
17.559,0.16,14.59,14.99,1.000,0.00,0.00,356,504,3,88,7.44,-11.82,148,3.88,0.55,1.000,0.00,-8.59,16.36,0.0,14.65,167,19.50,1.17,82,1.14,2731,6.7,0.00,0
17.586,0.16,14.59,13.99,1.000,0.00,0.00,370,504,3,88,7.15,-11.74,148,2.75,0.48,1.000,0.00,-8.59,16.59,0.0,14.65,167,19.50,1.17,82,1.14,2709,6.7,0.00,0
17.592,0.16,14.59,13.99,1.000,0.00,0.00,383,504,3,88,7.07,-11.72,148,2.38,0.35,1.000,0.00,-8.59,16.67,0.0,14.65,167,19.00,1.16,82,1.16,2698,6.7,0.00,0
17.608,0.16,14.59,13.94,1.000,0.00,0.00,356,504,3,88,6.93,-11.86,148,1.62,0.44,1.000,0.00,-8.59,16.85,0.0,14.65,167,19.00,1.16,82,1.16,2682,6.7,0.00,0
17.636,0.14,14.60,13.94,1.000,0.00,0.00,372,504,3,88,6.81,-11.91,148,0.88,0.43,1.000,0.00,-8.59,16.94,0.0,14.65,167,19.00,1.14,82,1.14,2675,6.7,0.00,0
17.659,0.14,14.60,13.89,1.000,0.00,0.00,373,504,3,88,6.67,-12.04,148,0.12,0.50,1.000,0.00,-8.59,16.91,0.0,14.65,167,19.00,1.14,82,1.14,2675,6.7,0.00,0
17.673,0.14,14.60,13.89,1.000,0.00,0.00,358,504,3,88,6.60,-11.97,148,0.00,0.50,1.000,0.00,-8.59,16.88,0.0,14.65,167,18.50,1.14,82,1.16,2681,6.7,0.00,0
17.685,0.14,14.60,13.89,1.000,0.00,0.00,343,504,3,88,6.52,-11.91,148,0.00,0.37,1.000,0.00,-8.59,16.91,0.0,14.65,167,18.50,1.14,82,1.16,2703,6.7,0.00,0
17.698,0.14,14.60,13.84,1.000,0.00,0.00,349,504,3,88,6.46,-11.99,148,0.00,0.37,1.000,0.00,-8.59,16.86,0.0,14.65,167,18.50,1.16,82,1.16,2723,6.7,0.00,0
17.712,0.13,14.60,13.84,1.000,0.00,0.00,359,504,3,88,6.42,-12.05,148,0.00,0.45,1.000,0.00,-8.59,16.87,0.0,14.65,167,18.50,1.16,82,1.16,2732,6.7,0.00,0
17.734,0.13,14.60,13.84,1.000,0.00,0.00,381,504,3,88,6.35,-12.10,148,0.00,0.53,1.000,0.00,-8.59,16.78,0.0,14.65,167,18.50,1.17,82,1.14,2744,6.7,0.00,0
17.760,0.13,14.60,13.78,1.000,0.00,0.00,372,504,3,88,6.30,-12.17,148,0.00,0.64,1.000,0.00,-8.59,16.60,0.0,14.65,167,18.50,1.17,82,1.14,2744,6.7,0.00,0
17.785,0.13,14.60,13.78,1.000,0.00,0.00,389,504,3,88,6.24,-12.01,148,0.00,0.57,1.000,0.00,-8.59,16.42,0.0,14.65,167,18.50,1.17,82,1.14,2739,6.7,0.00,0
17.800,0.13,14.60,13.78,1.000,0.00,0.00,380,504,3,88,6.18,-11.96,148,0.00,0.43,1.000,0.00,-8.59,16.36,0.0,14.65,167,18.50,1.17,82,1.16,2728,6.7,0.00,0
17.821,0.13,14.60,13.73,1.000,0.00,0.00,400,504,3,88,6.09,-11.98,148,0.00,0.44,1.000,0.00,-8.59,16.16,0.0,14.65,167,18.50,1.17,82,1.16,2709,6.7,0.00,0
17.829,0.13,14.60,13.73,1.000,0.00,0.00,392,504,3,88,6.04,-12.07,148,0.00,0.51,1.000,0.00,-8.59,15.97,0.0,14.65,167,18.50,1.16,82,1.16,2693,6.7,0.00,0
17.845,0.13,14.60,13.73,1.000,0.00,0.00,408,504,3,88,6.00,-12.14,148,0.00,0.59,1.000,0.00,-8.59,15.91,0.0,14.65,167,18.50,1.16,82,1.16,2687,6.7,0.00,0
17.866,0.13,14.60,13.68,1.000,0.00,0.00,406,504,3,88,5.97,-12.15,148,0.00,0.61,1.000,0.00,-8.59,15.84,0.0,14.65,167,18.50,1.15,82,1.14,2685,6.7,0.00,0
17.890,0.13,14.60,13.68,1.000,0.00,0.00,429,504,3,88,5.92,-12.01,148,0.00,0.47,1.000,0.00,-8.59,15.71,0.0,14.65,167,18.50,1.15,82,1.14,2679,6.7,0.00,0
17.910,0.13,14.60,13.68,1.000,0.00,0.00,441,504,3,88,5.91,-12.06,148,0.00,0.47,1.000,0.00,-8.59,15.61,0.0,14.65,167,18.50,1.14,82,1.18,2683,6.7,0.00,0
17.925,0.13,14.60,13.68,1.000,0.00,0.00,449,504,3,88,5.90,-12.11,148,2.24,0.52,1.000,0.00,-8.59,15.56,0.0,14.65,167,18.50,1.14,82,1.18,2692,6.7,0.00,0
17.946,0.13,14.60,13.63,1.000,0.00,0.00,443,504,3,88,5.88,-12.19,148,2.24,0.74,1.000,0.00,-8.59,15.42,0.0,14.65,167,18.50,1.15,82,1.16,2692,6.7,0.00,0
17.960,0.13,14.60,13.63,1.000,0.00,0.00,451,438,3,88,5.88,-12.13,148,11.69,1.46,1.000,0.00,-8.59,15.28,2.7,14.65,167,18.50,1.15,82,1.16,2706,6.7,0.00,0
17.989,0.13,14.60,13.63,1.000,0.00,0.00,435,438,3,88,5.94,-11.98,148,14.00,1.49,1.000,0.00,-8.59,15.27,3.1,14.65,167,18.50,1.16,82,1.20,2712,7.5,0.00,0
18.002,0.13,14.60,13.63,1.000,0.00,0.00,402,438,3,88,6.01,-11.95,148,14.64,1.49,1.000,0.00,-8.59,15.35,3.5,14.65,167,18.50,1.16,82,1.20,2712,7.5,0.00,0
18.027,0.13,14.60,13.63,1.000,0.00,0.00,400,438,3,88,6.09,-12.01,148,14.60,1.56,1.000,0.00,-8.59,15.56,3.5,14.65,167,19.00,1.16,82,1.22,2716,7.8,0.00,0
18.051,0.13,14.60,13.63,1.000,0.00,0.00,370,438,3,88,6.22,-12.11,148,14.78,1.64,1.000,0.00,-8.59,15.98,3.5,14.65,167,19.00,1.16,82,1.22,2700,7.8,0.00,0
18.071,0.13,14.60,13.63,1.000,0.00,0.00,365,438,3,88,6.29,-12.04,148,14.76,1.60,1.000,0.00,-8.59,16.28,3.5,14.65,167,20.00,1.15,84,1.24,2701,7.5,0.00,0
18.086,0.13,14.60,13.63,1.000,0.00,0.00,351,438,3,88,6.37,-11.90,148,15.04,1.48,1.000,0.00,-8.59,16.60,3.5,14.65,167,20.00,1.15,84,1.24,2696,7.5,0.00,0
18.116,0.13,14.60,13.63,1.000,0.00,0.00,363,438,3,88,6.40,-11.90,148,16.39,1.48,1.000,0.00,-8.59,16.66,3.9,14.65,167,20.50,1.15,82,1.28,2692,7.8,0.00,0
18.139,0.14,14.60,13.63,1.000,0.00,0.00,342,438,3,88,6.45,-12.01,148,18.88,1.83,1.000,0.00,-8.59,16.89,4.7,14.65,167,20.50,1.15,82,1.28,2681,7.8,0.00,0
18.153,0.14,14.60,13.63,1.000,0.00,0.00,354,438,3,88,6.53,-12.06,148,20.69,2.06,1.000,0.00,-8.59,17.08,5.1,14.65,167,21.00,1.14,84,1.24,2681,8.2,0.00,0
18.177,0.14,14.60,13.63,1.000,0.00,0.00,364,438,3,88,6.65,-12.04,148,21.62,2.10,1.000,0.00,-8.59,17.19,5.5,14.65,167,21.00,1.14,84,1.24,2676,8.2,0.00,0
18.184,0.14,14.60,13.63,1.000,0.00,0.00,378,438,3,88,6.75,-11.83,148,21.89,2.10,1.000,0.00,-8.59,17.27,5.5,14.65,167,22.00,1.14,82,1.32,2673,8.2,0.00,0
18.200,0.14,14.60,13.63,1.000,0.00,0.00,367,438,3,88,6.86,-11.79,148,21.91,1.91,1.000,0.00,-8.59,17.29,5.5,14.65,167,22.00,1.14,82,1.32,2672,8.2,0.00,0
18.227,0.14,14.60,13.63,1.000,0.00,0.00,363,438,3,88,6.95,-11.91,148,21.89,1.87,1.000,0.00,-8.59,17.10,5.5,14.65,167,22.50,1.14,82,1.34,2673,8.2,0.00,0
18.241,0.16,14.59,13.63,1.000,0.00,0.00,368,438,3,88,7.07,-11.96,148,21.70,1.99,1.000,0.00,-8.59,16.73,5.5,14.65,167,22.50,1.14,82,1.34,2672,8.2,0.00,0
18.265,0.16,14.59,13.63,1.000,0.00,0.00,370,438,3,88,7.14,-11.94,148,21.71,2.03,1.000,0.00,-8.59,16.40,5.5,14.65,167,23.00,1.14,82,1.36,2671,8.2,0.00,0
18.279,0.16,14.59,13.63,1.000,0.00,0.00,393,438,3,88,7.20,-11.87,148,21.64,1.93,1.000,0.00,-8.59,16.13,5.5,14.65,167,23.00,1.14,82,1.36,2675,8.2,0.00,0
18.299,0.16,14.59,13.63,1.000,0.00,0.00,371,438,3,88,7.27,-11.71,148,21.38,1.77,1.000,0.00,-8.59,15.79,5.5,14.65,167,23.00,1.14,82,1.36,2678,8.2,0.00,0
18.313,0.16,14.59,13.63,1.000,0.00,0.00,382,438,3,88,7.33,-11.85,148,21.12,1.82,1.000,0.00,-8.59,15.24,5.1,14.65,167,24.00,1.14,84,1.34,2680,8.2,0.00,0
18.324,0.16,14.59,13.63,1.000,0.00,0.00,414,438,3,88,7.37,-11.86,148,21.16,1.89,1.000,0.00,-8.59,14.96,5.1,14.65,167,24.00,1.14,84,1.34,2678,8.2,0.00,0
18.344,0.16,14.59,14.99,1.000,0.00,0.00,413,438,3,88,7.40,-11.93,148,20.76,1.89,1.000,0.00,-8.59,14.70,5.1,14.65,167,24.50,1.14,84,1.34,2675,8.2,0.00,0
18.360,0.16,14.59,14.93,1.000,0.00,0.00,421,438,3,88,7.43,-11.85,148,20.84,1.92,1.000,0.00,-8.59,14.54,5.1,14.65,167,24.50,1.14,84,1.34,2671,8.2,0.00,0
18.387,0.16,14.59,14.93,1.000,0.00,0.00,402,438,3,88,7.45,-11.72,148,20.59,1.77,1.000,-0.78,-8.59,14.35,5.1,14.65,167,25.50,1.14,84,1.34,2673,8.2,0.00,0
18.410,0.16,14.59,14.93,1.000,0.00,0.00,399,438,3,88,7.46,-11.83,148,20.23,1.73,1.000,-0.78,-8.59,14.26,5.1,14.65,167,25.50,1.14,84,1.34,2667,8.2,0.00,0
18.436,0.17,14.59,14.93,1.000,0.00,0.00,438,438,3,88,7.47,-11.93,148,20.62,1.89,1.000,-1.56,-8.59,14.15,5.1,14.65,167,26.00,1.14,84,1.32,2654,8.2,0.00,0
18.456,0.17,14.59,14.93,1.000,0.00,0.00,433,438,3,88,7.49,-11.88,148,20.38,1.84,1.000,-1.56,-8.59,14.10,5.1,14.65,167,26.00,1.14,84,1.32,2656,8.2,0.00,0
18.480,0.17,14.59,14.93,1.000,0.00,0.00,429,438,3,88,7.51,-11.81,148,19.49,1.65,1.000,-2.34,-8.59,14.01,4.7,14.65,167,26.50,1.13,84,1.36,2656,8.2,0.00,0
18.509,0.17,14.59,14.93,1.000,0.00,0.00,430,438,3,88,7.49,-11.91,148,19.74,1.71,1.000,-3.12,-8.59,13.97,4.7,14.65,167,27.00,1.13,84,1.32,2654,8.2,0.00,0
18.523,0.17,14.59,14.93,1.000,0.00,0.00,434,438,3,88,7.48,-11.96,148,20.21,1.82,1.000,-3.12,-8.59,13.96,4.7,14.65,167,27.00,1.13,84,1.32,2652,8.2,0.00,0
18.546,0.17,14.59,14.93,1.000,0.00,0.00,428,438,3,88,7.48,-11.91,148,20.64,1.90,1.000,-3.12,-8.59,13.94,5.1,14.65,167,28.00,1.13,84,1.34,2654,8.2,0.00,0
18.562,0.17,14.59,14.93,1.000,0.00,0.00,403,438,3,88,7.49,-11.76,148,21.25,1.78,1.000,-3.12,-8.59,13.93,5.1,14.65,167,28.00,1.13,84,1.34,2658,8.2,0.00,0
18.582,0.17,14.59,14.93,1.000,0.00,0.00,403,438,3,88,7.51,-11.92,148,20.95,1.78,1.000,-3.91,-8.59,13.91,5.1,14.65,167,28.50,1.14,84,1.34,2660,8.2,0.00,0
18.597,0.17,14.59,14.93,1.000,0.00,0.00,424,438,3,88,7.55,-12.01,148,20.76,1.93,1.000,-3.91,-8.59,13.97,5.1,14.65,167,28.50,1.14,84,1.34,2661,8.2,0.00,0
18.626,0.17,14.59,14.93,1.000,0.00,0.00,421,438,3,88,7.58,-11.86,148,20.94,1.86,1.000,-3.91,-8.59,13.99,5.1,14.65,167,29.00,1.13,84,1.36,2663,8.2,0.00,0
18.648,0.17,14.59,14.93,1.000,0.00,0.00,420,438,3,88,7.58,-11.76,148,21.25,1.86,1.000,-3.91,-8.59,14.01,5.1,14.65,167,29.00,1.13,84,1.36,2658,8.2,0.00,0
18.672,0.17,14.59,14.93,1.000,0.00,0.00,417,438,3,88,7.60,-11.87,148,22.48,1.88,1.000,-3.91,-8.59,14.04,5.5,14.65,167,29.00,1.13,84,1.34,2650,8.2,0.00,0
18.692,0.17,14.59,14.93,1.000,0.00,0.00,416,438,3,88,7.62,-11.93,148,22.94,2.08,1.000,-3.91,-8.59,14.08,5.5,14.65,167,29.00,1.13,84,1.34,2649,8.2,0.00,0
18.720,0.17,14.59,14.93,1.000,0.00,0.00,431,438,3,88,7.65,-11.88,148,27.08,2.33,1.000,-3.91,-8.59,14.11,6.3,14.65,167,29.00,1.13,84,1.36,2641,8.6,0.00,0
18.729,0.17,14.59,14.93,1.000,0.00,0.00,423,438,3,88,7.69,-11.71,148,28.77,2.29,1.000,-3.91,-8.59,14.13,6.7,14.65,167,29.00,1.13,84,1.36,2639,8.6,0.00,0
18.757,0.17,14.59,14.93,1.000,0.00,0.00,418,438,3,90,7.74,-11.77,148,30.18,2.29,1.000,-3.91,-8.59,14.15,7.5,14.65,167,29.00,1.13,84,1.38,2644,9.0,0.00,0
18.764,0.17,14.59,14.93,1.000,0.00,0.00,421,438,3,90,7.82,-11.82,148,31.71,2.45,1.000,-3.91,-8.59,14.16,8.6,14.65,167,29.00,1.13,84,1.38,2647,9.0,0.00,0
18.780,0.17,14.59,14.93,1.000,0.00,0.00,424,438,3,90,7.92,-11.82,148,33.46,2.61,1.000,-3.91,-8.59,14.16,9.4,14.65,167,29.00,1.13,84,1.42,2649,9.4,0.00,0
18.794,0.17,14.59,14.93,1.000,0.00,0.00,424,438,3,90,7.99,-11.72,148,34.41,2.75,1.000,-3.91,-8.59,14.22,10.2,14.65,167,29.00,1.13,84,1.42,2649,9.4,0.00,0
18.819,0.18,14.59,14.93,1.000,0.00,0.00,436,438,3,90,8.08,-11.63,148,36.39,2.70,1.000,-3.91,-8.59,14.21,10.6,14.65,167,29.00,1.13,84,1.42,2652,9.4,0.00,0
18.835,0.18,14.58,14.87,1.000,0.00,0.00,419,438,3,90,8.34,-11.65,148,38.48,2.84,1.000,-3.91,-8.59,14.20,11.4,14.65,167,29.00,1.13,84,1.42,2652,10.2,0.00,0
18.849,0.18,14.58,14.87,1.000,0.00,0.00,434,438,3,90,8.49,-11.60,148,39.54,2.97,1.000,-3.91,-8.59,14.20,11.4,14.65,167,29.00,1.13,84,1.42,2654,10.2,0.00,0
18.873,0.19,14.58,14.87,1.000,0.00,0.00,418,438,3,90,8.80,-11.44,148,42.73,3.12,1.000,-3.91,-8.59,14.20,11.4,14.65,167,29.00,1.13,84,1.52,2647,10.6,0.00,0
18.894,0.19,14.58,14.87,1.000,0.00,0.00,423,438,3,90,9.04,-11.27,148,43.79,2.96,1.000,-3.91,-8.59,14.24,11.4,14.65,167,29.00,1.13,84,1.52,2640,10.6,0.00,0
18.908,0.21,14.58,14.87,1.000,0.00,0.00,432,438,3,90,9.32,-11.20,148,45.91,2.96,1.000,-3.91,-8.59,14.22,11.4,14.65,167,29.00,1.13,84,1.58,2637,11.0,0.00,0
18.929,0.21,14.58,14.82,1.000,0.00,0.00,421,438,3,90,9.65,-11.22,148,48.04,3.22,1.000,-3.91,-8.59,14.22,11.4,14.65,167,29.00,1.13,84,1.58,2637,11.0,0.00,0
18.953,0.22,14.57,14.76,1.000,0.00,0.00,415,438,3,90,10.15,-11.08,148,51.26,3.33,1.000,-3.91,-8.59,14.20,11.8,14.65,167,29.00,1.69,84,1.60,2637,11.4,0.00,0
18.974,0.23,14.57,14.76,1.000,0.00,0.00,436,438,3,90,10.47,-10.89,148,52.39,3.21,1.000,-3.91,-8.59,14.21,12.2,14.65,167,29.00,1.69,84,1.60,2639,11.4,0.00,0
18.984,0.25,14.57,14.76,1.000,0.00,0.00,418,438,3,90,10.93,-10.71,148,59.16,3.54,1.000,-3.91,-8.59,14.25,12.2,14.65,167,29.00,1.69,84,1.66,2641,12.2,0.00,0
18.999,0.25,14.56,14.70,1.000,0.00,0.00,425,438,3,90,11.36,-10.74,148,86.74,5.61,1.000,-3.91,-8.59,14.27,12.2,14.65,167,29.00,1.69,84,1.66,2645,12.2,0.00,0
19.026,0.26,14.56,14.64,1.000,0.00,0.00,451,438,3,90,12.46,-10.56,148,85.86,5.37,1.000,-3.91,-8.59,14.31,12.2,14.65,167,29.00,1.69,84,1.76,2649,15.7,0.00,0
19.040,0.30,14.56,14.59,1.000,0.00,0.00,458,491,3,90,13.65,-9.83,148,84.62,5.37,1.000,-3.91,-8.59,14.32,12.2,14.65,167,29.00,1.69,84,1.76,2651,15.7,0.00,0
19.065,0.31,14.58,14.59,1.000,0.00,0.00,451,544,3,90,14.70,-9.59,148,83.24,4.56,1.000,-3.91,-8.59,14.39,11.8,14.65,167,28.50,2.84,84,1.98,2660,15.3,0.00,0
19.080,0.35,14.59,14.64,1.000,0.00,0.00,539,610,3,90,16.03,-9.42,148,80.22,3.93,1.000,-3.91,-8.59,14.45,11.4,14.65,167,28.50,2.84,84,1.98,2670,15.3,0.00,0
19.105,0.36,14.60,14.64,1.000,0.00,0.00,567,664,3,90,16.75,-9.31,148,79.33,3.83,1.000,-3.91,-8.59,14.51,11.4,14.65,167,28.50,2.28,84,1.96,2674,14.9,0.00,0
19.126,0.37,14.61,14.64,1.000,0.00,0.00,602,664,3,90,17.47,-9.28,148,78.58,3.63,1.000,-3.91,-8.59,14.61,11.0,14.65,167,28.50,2.28,84,1.96,2672,14.9,0.00,0
19.140,0.39,14.62,14.64,1.000,0.00,0.00,627,730,3,90,17.87,-9.00,148,78.64,3.48,1.000,-3.12,-8.59,14.66,11.0,14.65,167,28.00,2.28,84,1.94,2669,14.9,0.00,0
19.155,0.40,14.62,14.64,1.000,0.00,0.00,659,730,3,90,18.25,-8.74,148,77.56,3.07,1.000,-3.12,-8.59,14.73,11.0,14.65,167,28.00,2.28,84,1.94,2661,14.9,0.00,0
19.175,0.41,14.62,14.64,1.000,0.00,0.00,664,730,3,90,18.51,-8.80,148,76.89,2.90,1.000,-3.12,-8.59,14.76,10.6,14.65,167,28.00,2.28,84,1.94,2646,14.9,0.00,0
19.191,0.43,14.62,14.64,1.000,0.00,0.00,734,783,3,90,19.14,-8.71,148,76.56,2.93,1.000,-2.34,-8.59,14.90,10.6,14.65,167,28.00,2.26,84,1.92,2633,15.7,0.00,0
19.224,0.44,14.63,14.64,1.000,0.00,0.00,774,836,3,90,19.98,-8.35,148,76.46,2.44,1.000,-1.56,-8.59,15.03,10.6,14.65,167,27.00,2.24,84,2.00,2618,15.7,0.00,0
19.255,0.45,14.63,14.64,1.000,0.00,0.00,843,836,3,90,20.44,-8.16,148,76.85,2.43,1.000,-1.56,-8.59,15.14,10.6,14.65,167,27.00,2.24,84,2.00,2619,15.7,0.00,0
19.282,0.47,14.63,14.64,1.000,0.00,0.00,867,902,3,90,20.85,-8.15,148,77.94,2.39,1.000,-1.56,-8.59,15.11,11.0,14.65,167,27.00,2.80,84,2.00,2624,16.1,0.00,0
19.287,0.48,14.63,14.64,1.000,0.00,0.00,884,902,3,90,21.34,-8.18,148,79.00,2.39,1.000,-1.56,-8.59,15.17,11.0,14.65,167,27.00,2.80,84,2.00,2630,16.1,0.00,0
19.302,0.48,14.63,14.64,1.000,0.00,0.00,927,902,3,90,21.77,-7.78,148,80.81,2.47,1.000,-0.78,-8.59,15.10,11.4,14.65,167,26.50,2.81,84,2.04,2641,16.5,0.00,0
19.325,0.49,14.63,14.64,1.000,0.00,0.00,913,956,3,90,22.13,-7.78,148,82.40,2.21,1.000,-0.78,-8.59,15.01,11.8,14.65,167,26.50,2.81,84,2.04,2641,16.5,0.00,0
19.345,0.50,14.64,14.64,1.000,0.00,0.00,986,956,3,90,22.85,-7.50,148,81.74,1.99,1.000,-1.56,-8.59,14.81,11.4,14.65,167,26.00,2.83,84,2.06,2654,16.9,0.00,0
19.359,0.52,14.64,14.64,1.000,0.00,0.00,983,1022,3,90,23.07,-7.61,148,81.01,2.01,1.000,-1.56,-8.59,14.72,11.4,14.65,167,26.00,2.83,84,2.06,2650,16.9,0.00,0
19.397,0.52,14.64,14.64,1.000,0.00,0.00,1066,1022,3,90,23.41,-7.34,148,80.29,1.74,1.000,-1.56,-8.59,14.67,11.4,14.65,167,25.50,2.83,84,2.08,2647,16.9,0.00,0
19.404,0.53,14.64,14.64,1.000,0.00,0.00,1071,1022,3,90,23.59,-7.00,148,80.06,1.74,1.000,-1.56,-8.59,14.60,11.4,14.65,167,25.50,2.83,84,2.08,2638,16.9,0.00,0
19.421,0.53,14.64,14.64,1.000,0.00,0.00,1082,1022,3,90,23.83,-7.08,148,79.65,1.37,1.000,-2.34,-8.59,14.51,11.0,14.65,167,25.50,2.82,84,2.08,2638,16.9,0.00,0
19.443,0.54,14.64,14.64,1.000,0.00,0.00,1109,1075,3,90,23.95,-7.17,148,80.01,1.43,1.000,-2.34,-8.59,14.46,11.4,14.65,167,25.50,2.82,84,2.08,2640,16.9,0.00,0
19.458,0.54,14.63,14.64,1.000,0.00,0.00,1133,1075,3,90,24.12,-7.14,148,75.15,1.49,1.000,-3.12,-8.59,14.50,10.6,14.65,167,25.00,2.81,84,2.08,2643,16.5,0.00,0
19.488,0.54,14.63,14.64,1.000,0.00,0.00,1108,1075,3,90,24.25,-6.81,148,70.71,0.50,1.000,-3.12,-8.59,14.46,9.8,14.65,167,25.00,2.81,84,2.08,2647,16.5,0.00,0
19.503,0.54,14.63,14.64,1.000,0.00,0.00,1149,1075,3,90,24.26,-6.86,148,66.69,0.50,1.000,-3.12,-8.59,14.46,9.4,14.65,167,25.00,2.26,84,2.06,2654,15.3,0.00,0
19.521,0.54,14.63,14.64,1.000,0.00,0.00,1151,1075,3,90,24.11,-7.08,148,66.00,0.26,1.000,-3.12,-8.59,14.48,9.4,14.65,167,25.00,2.26,84,2.06,2656,15.3,0.00,0
19.538,0.53,14.63,14.64,1.000,0.00,0.00,1145,1075,3,90,23.80,-7.24,148,66.69,0.43,1.000,-3.12,-8.59,14.45,9.4,14.65,167,25.00,2.26,84,1.98,2652,15.3,0.00,0
19.563,0.53,14.64,14.64,1.000,0.00,0.00,1152,1075,3,90,23.60,-7.24,148,68.99,0.80,1.000,-3.12,-8.59,14.50,9.8,14.65,167,25.00,2.26,84,1.98,2653,15.3,0.00,0
19.585,0.53,14.64,14.64,1.000,0.00,0.00,1143,1075,3,90,23.49,-7.02,148,71.88,0.76,1.000,-3.12,-8.59,14.51,10.2,14.65,167,25.50,2.26,84,2.00,2638,16.1,0.00,0
19.610,0.53,14.64,14.64,1.000,0.00,0.00,1114,1075,3,90,23.47,-7.28,148,74.71,1.24,1.000,-3.12,-8.59,14.60,10.2,14.65,167,25.50,2.26,84,2.00,2643,16.1,0.00,0
