Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
0.448,0.36,14.61,14.64,1.000,0.00,0.00,697,664,4,102,14.63,-9.22,209,48.05,1.09,1.000,2.34,-6.25,15.53,7.5,14.65,192,28.00,2.06,88,1.72,2417,11.8,0.00,0
0.452,0.36,14.61,14.64,1.000,0.00,0.00,708,664,4,102,14.63,-9.12,209,48.09,1.13,1.000,2.34,-6.25,15.54,7.5,14.65,192,28.00,2.06,88,1.72,2415,11.8,0.00,0
0.458,0.36,14.61,14.64,1.000,0.00,0.00,682,664,4,102,14.65,-9.29,210,48.78,1.08,1.000,2.34,-6.25,15.51,7.5,14.65,192,28.00,2.06,88,1.70,2416,12.2,0.00,0
0.462,0.36,14.61,14.64,1.000,0.00,0.00,711,664,4,102,14.69,-9.14,210,48.89,1.11,1.000,3.12,-6.25,15.42,7.5,14.65,192,28.00,2.06,88,1.72,2410,12.2,0.00,0
0.477,0.36,14.61,14.64,1.000,0.00,0.00,718,664,4,102,14.72,-9.23,210,49.71,1.17,1.000,3.12,-6.25,15.35,7.8,14.65,192,28.00,2.06,88,1.72,2411,12.2,0.00,0
0.505,0.36,14.61,14.64,1.000,0.00,0.00,687,664,4,102,14.80,-9.10,210,51.25,1.23,1.000,3.12,-6.25,15.34,7.8,14.65,192,28.00,2.06,88,1.74,2413,12.2,0.00,0
0.521,0.36,14.61,14.64,1.000,0.00,0.00,705,664,4,102,14.88,-9.23,210,50.36,1.36,1.000,3.12,-6.25,15.35,7.8,14.65,192,28.00,2.06,88,1.72,2416,12.2,0.00,0
0.551,0.36,14.61,14.64,1.000,0.00,0.00,705,664,4,102,14.89,-9.14,210,50.39,1.22,1.000,3.12,-6.25,15.30,7.8,14.65,192,28.00,2.06,88,1.72,2415,12.2,0.00,0
0.646,0.36,14.61,14.64,1.000,0.00,0.00,695,664,4,102,15.02,-9.02,210,50.49,1.20,1.000,3.12,-6.25,15.16,7.8,14.65,192,28.00,2.06,88,1.72,2410,12.2,0.00,0
0.660,0.37,14.61,14.64,1.000,0.00,0.00,702,664,4,102,15.04,-9.10,210,48.89,1.07,1.000,3.12,-6.25,15.21,7.5,14.65,192,28.00,2.06,88,1.72,2410,12.2,0.00,0
0.695,0.37,14.61,14.64,1.000,0.00,0.00,706,664,4,102,15.19,-8.94,210,52.04,1.25,1.000,3.91,-6.25,15.20,7.8,14.65,192,28.00,2.06,88,1.72,2412,12.9,0.00,0
0.717,0.37,14.61,14.64,1.000,0.00,0.00,705,664,4,102,15.31,-9.10,210,52.78,1.26,1.000,3.91,-6.25,15.21,7.8,14.65,192,28.00,2.06,88,1.72,2415,12.9,0.00,0
0.742,0.37,14.61,14.64,1.000,0.00,0.00,683,664,4,102,15.44,-8.84,210,53.62,1.25,1.000,3.91,-6.25,15.24,7.8,14.65,192,28.00,2.06,88,1.76,2409,12.5,0.00,0
0.764,0.37,14.61,14.64,1.000,0.00,0.00,699,664,4,102,15.53,-8.88,210,53.65,1.16,1.000,3.91,-6.25,15.22,7.8,14.65,192,28.00,2.06,88,1.76,2412,12.9,0.00,0
0.810,0.37,14.61,14.64,1.000,0.00,0.00,709,664,4,102,15.60,-8.85,210,53.66,1.28,1.000,3.91,-6.25,15.21,7.8,14.65,192,28.00,2.06,88,1.76,2415,12.9,0.00,0
0.860,0.39,14.62,14.64,1.000,0.00,0.00,706,730,4,102,15.77,-8.88,210,52.01,1.07,1.000,3.91,-6.25,15.20,7.8,14.65,192,28.00,2.06,88,1.80,2414,12.5,0.00,0
0.889,0.39,14.62,14.64,1.000,0.00,0.00,749,730,4,102,15.74,-8.82,210,53.60,1.10,1.000,4.69,-6.25,15.16,7.8,14.65,192,27.50,2.06,88,1.74,2414,12.5,0.00,0
0.912,0.39,14.62,14.64,1.000,0.00,0.00,733,730,4,102,15.77,-8.77,210,52.78,1.07,1.000,4.69,-6.25,15.20,7.8,14.65,192,27.50,2.06,88,1.74,2415,12.5,0.00,0
0.938,0.39,14.62,14.64,1.000,0.00,0.00,734,730,4,102,15.78,-8.78,210,52.78,1.12,1.000,4.69,-6.25,15.16,7.8,14.65,192,27.50,2.06,88,1.76,2415,12.5,0.00,0
0.952,0.39,14.62,14.64,1.000,0.00,0.00,764,730,4,102,15.77,-8.78,210,54.45,1.16,1.000,4.69,-6.25,15.17,7.8,14.65,192,27.50,2.06,88,1.76,2414,12.5,0.00,0
0.967,0.39,14.62,14.64,1.000,0.00,0.00,754,730,4,102,15.80,-8.84,210,53.64,1.16,1.000,4.69,-6.25,15.17,7.8,14.65,192,27.50,2.06,88,1.74,2412,12.5,0.00,0
0.988,0.39,14.62,14.64,1.000,0.00,0.00,771,730,4,102,15.85,-8.82,210,53.60,1.16,1.000,4.69,-6.25,15.13,7.8,14.65,192,27.50,2.06,88,1.74,2414,12.5,0.00,0
1.002,0.39,14.62,14.64,1.000,0.00,0.00,765,730,4,100,15.92,-8.73,210,53.64,1.06,1.000,5.47,-6.25,15.11,7.8,14.65,192,27.50,2.06,88,1.76,2412,12.5,0.00,0
1.031,0.39,14.62,14.64,1.000,0.00,0.00,754,730,4,102,15.87,-8.83,210,53.60,1.05,1.000,5.47,-6.25,15.15,7.8,14.65,192,27.50,2.06,88,1.76,2414,12.5,0.00,0
1.055,0.39,14.62,14.64,1.000,0.00,0.00,774,730,4,100,15.94,-8.86,210,53.59,1.18,1.000,5.47,-6.25,15.11,7.8,14.65,192,27.50,2.06,88,1.76,2415,12.5,0.00,0
1.060,0.39,14.62,14.64,1.000,0.00,0.00,763,730,4,100,15.94,-8.73,209,54.45,1.17,1.000,5.47,-6.25,15.09,7.8,14.65,192,27.50,2.06,88,1.76,2413,12.5,0.00,0
1.102,0.39,14.62,14.64,1.000,0.00,0.00,748,730,4,100,15.97,-8.75,209,52.76,1.01,1.000,5.47,-6.25,15.02,7.8,14.65,192,27.50,2.06,88,1.76,2415,12.5,0.00,0
1.128,0.39,14.62,14.64,1.000,0.00,0.00,760,730,4,100,15.97,-8.66,209,51.96,1.01,1.000,5.47,-6.25,15.02,7.8,14.65,192,27.50,2.06,88,1.76,2416,12.5,0.00,0
1.133,0.39,14.62,14.64,1.000,0.00,0.00,767,730,4,102,15.91,-8.76,209,51.99,0.86,1.000,5.47,-6.25,15.01,7.8,14.65,192,27.50,2.06,88,1.74,2414,12.5,0.00,0
1.164,0.39,14.62,14.64,1.000,0.00,0.00,792,730,4,100,15.94,-8.68,209,52.01,1.00,1.000,5.47,-6.25,14.92,7.8,14.65,192,27.50,2.06,88,1.76,2414,12.5,0.00,0
1.183,0.39,14.62,14.64,1.000,0.00,0.00,776,730,4,100,15.91,-8.82,209,52.88,0.93,1.000,5.47,-6.25,14.90,7.8,14.65,192,27.50,2.06,88,1.76,2413,12.5,0.00,0
1.218,0.39,14.62,14.64,1.000,0.00,0.00,778,730,4,100,15.91,-8.64,209,52.04,0.97,1.000,5.47,-6.25,14.87,7.8,14.65,192,27.50,2.06,88,1.76,2412,12.5,0.00,0
1.253,0.39,14.62,14.64,1.000,0.00,0.00,796,730,4,100,15.85,-8.82,209,51.17,1.04,1.000,5.47,-6.25,14.85,7.8,14.65,192,27.50,2.06,88,1.76,2414,12.5,0.00,0
1.278,0.39,14.62,14.64,1.000,0.00,0.00,758,730,4,100,15.80,-8.86,209,49.64,0.79,1.000,5.47,-6.25,14.74,7.8,14.65,192,27.50,2.06,88,1.76,2414,12.5,0.00,0
1.299,0.39,14.62,14.64,1.000,0.00,0.00,798,730,4,100,15.73,-8.83,209,49.62,0.86,1.000,5.47,-6.25,14.73,7.5,14.65,192,27.50,2.06,88,1.74,2413,12.2,0.00,0
1.337,0.39,14.62,14.64,1.000,0.00,0.00,797,730,4,100,15.72,-8.73,209,48.04,0.65,1.000,5.47,-6.25,14.73,7.5,14.65,192,27.50,2.06,88,1.74,2417,12.2,0.00,0
1.342,0.39,14.62,14.64,1.000,0.00,0.00,747,730,4,100,15.65,-8.94,209,48.10,0.65,1.000,5.47,-6.25,14.71,7.5,14.65,192,27.50,2.06,88,1.72,2416,12.2,0.00,0
1.366,0.37,14.61,14.64,1.000,0.00,0.00,764,730,4,100,15.47,-8.86,209,46.54,0.74,1.000,5.47,-6.25,14.68,7.5,14.65,192,28.00,2.06,88,1.72,2413,12.2,0.00,0
1.381,0.37,14.61,14.64,1.000,0.00,0.00,774,730,4,100,15.44,-8.96,209,44.92,0.66,1.000,5.47,-6.25,14.64,7.5,14.65,192,28.00,2.06,88,1.72,2415,12.2,0.00,0
1.436,0.37,14.61,14.64,1.000,0.00,0.00,758,730,4,100,15.40,-8.87,209,44.90,0.62,1.000,5.47,-6.25,14.63,7.5,14.65,192,28.00,2.06,88,1.74,2417,12.2,0.00,0
1.450,0.37,14.61,14.64,1.000,0.00,0.00,736,730,4,100,15.37,-9.01,209,44.10,0.55,1.000,5.47,-6.25,14.64,7.1,14.65,192,28.00,2.06,88,1.74,2418,12.2,0.00,0
1.475,0.37,14.61,14.64,1.000,0.00,0.00,756,730,4,100,15.19,-9.03,209,41.70,0.39,1.000,5.47,-6.25,14.59,7.1,14.65,192,28.00,2.06,88,1.68,2417,11.8,0.00,0
1.501,0.37,14.61,14.64,1.000,0.00,0.00,768,730,4,100,15.10,-9.11,209,41.75,0.55,1.000,5.47,-6.25,14.56,7.1,14.65,192,28.00,2.06,88,1.68,2415,11.8,0.00,0
1.545,0.36,14.61,14.64,1.000,0.00,0.00,740,664,4,100,14.96,-9.11,209,40.92,0.47,1.000,4.69,-6.25,14.55,7.1,14.65,192,28.00,2.06,88,1.70,2418,11.8,0.00,0
1.549,0.36,14.61,14.64,1.000,0.00,0.00,729,664,4,100,14.94,-9.24,209,39.36,0.50,1.000,4.69,-6.25,14.54,6.7,14.65,192,28.00,2.06,88,1.70,2415,11.8,0.00,0
1.564,0.36,14.61,14.64,1.000,0.00,0.00,699,664,4,100,14.88,-9.04,209,33.08,0.46,1.000,4.69,-6.25,14.48,6.3,14.65,192,28.00,2.06,88,1.70,2416,11.4,0.00,0
1.598,0.36,14.61,14.64,1.000,0.00,0.00,720,664,4,100,14.75,-9.26,209,23.48,-0.63,1.000,4.69,-6.25,14.45,4.7,14.65,192,28.00,2.06,88,1.70,2419,11.4,0.00,0
1.636,0.35,14.60,14.64,1.000,0.00,0.00,676,664,4,100,14.22,-9.21,209,19.62,-0.93,1.000,3.91,-6.25,14.45,1.6,14.65,192,28.00,1.55,88,1.64,2419,8.6,0.00,0
1.673,0.32,14.59,14.64,1.000,0.00,0.00,632,438,4,100,13.07,-9.75,209,18.12,-0.48,1.000,3.91,-6.25,14.39,0.0,14.65,192,28.00,1.55,88,1.46,2412,8.6,0.00,0
1.698,0.30,14.58,14.64,1.000,0.00,0.00,584,438,4,100,12.36,-10.04,209,17.00,-0.32,1.000,3.91,-6.25,14.38,0.0,14.65,192,27.00,1.54,88,1.44,2411,8.2,0.00,0
1.713,0.28,14.58,14.59,1.000,0.00,0.00,557,438,4,100,11.83,-10.14,209,15.88,-0.28,1.000,3.91,-6.25,14.39,0.0,14.65,192,27.00,1.54,88,1.44,2413,8.2,0.00,0
1.747,0.28,14.57,14.59,1.000,0.00,0.00,532,438,4,100,11.47,-10.50,209,15.12,-0.02,1.000,3.91,-6.25,14.38,0.0,14.65,192,26.50,1.54,88,1.38,2415,7.8,0.00,0
1.771,0.26,14.56,14.59,1.000,0.00,0.00,520,438,4,100,10.63,-10.69,209,13.62,0.02,1.000,3.91,-6.25,14.35,0.0,14.65,192,25.50,1.55,88,1.34,2415,7.5,0.00,0
1.819,0.26,14.56,14.59,1.000,0.00,0.00,517,438,4,100,10.22,-10.81,209,23.55,0.93,1.000,3.91,-6.25,14.35,4.7,14.65,192,25.50,1.55,88,1.34,2412,7.5,0.00,0
1.836,0.25,14.56,14.64,1.000,0.00,0.00,505,438,4,100,9.84,-10.92,209,215.89,9.89,1.000,3.91,-6.25,14.34,29.4,14.65,192,26.00,1.54,88,1.30,2407,13.3,0.00,0
1.845,0.25,14.57,14.64,1.000,0.00,0.00,511,438,4,100,10.32,-11.05,209,263.16,17.62,1.000,3.91,-6.25,14.32,42.7,14.65,192,26.00,1.54,88,1.30,2406,13.3,0.00,0
1.855,0.35,14.57,14.59,1.000,0.00,0.00,497,637,4,100,14.37,-9.46,209,270.41,17.50,1.000,3.12,-6.25,14.30,46.7,14.65,192,26.50,1.54,88,1.62,2407,41.6,24.71,0
1.878,0.70,14.63,14.59,1.000,0.00,0.00,556,902,4,100,28.59,-5.15,209,270.19,15.64,1.000,3.12,-6.25,14.24,45.9,14.65,192,26.50,1.54,88,1.62,2416,41.6,24.71,0
1.895,0.93,14.43,14.47,1.000,0.00,0.00,708,1619,4,100,37.69,-2.38,209,264.86,11.34,1.000,2.34,-6.25,14.14,43.5,14.65,192,25.00,2.58,88,3.02,2437,31.4,35.29,0
1.913,0.87,14.29,14.47,1.000,0.00,0.00,971,1619,4,100,36.64,-1.96,209,258.55,9.71,1.000,2.34,-6.25,13.99,39.6,14.65,192,25.00,2.58,88,3.02,2504,31.4,35.29,0
1.930,1.00,14.21,14.31,1.000,0.00,0.00,1160,1646,4,100,43.41,-1.43,209,229.44,8.31,1.000,3.12,-6.25,13.76,31.8,14.65,192,18.50,6.94,88,2.84,2594,37.6,30.98,0
1.963,1.05,13.60,14.25,1.000,0.00,0.00,1428,1818,4,100,47.74,-1.51,209,194.56,4.34,1.000,3.12,-6.25,13.79,22.0,14.65,192,18.50,6.94,88,2.84,2709,37.6,30.98,0
1.968,1.02,13.53,13.63,1.000,0.00,0.00,1562,1818,4,100,47.42,-1.68,209,115.62,-1.07,1.000,4.69,-6.25,13.47,17.3,14.65,192,15.50,4.62,88,2.56,2770,21.6,0.00,0
1.992,0.91,13.90,13.94,1.000,0.00,0.00,1684,1765,0,100,44.25,-3.21,209,21.85,-4.23,1.000,4.69,-6.25,13.63,5.9,14.65,192,15.50,4.62,88,2.56,2905,21.6,0.00,0
2.015,0.83,14.12,13.94,1.000,0.00,0.00,1713,1765,3,100,42.13,-4.48,209,11.75,-6.87,1.000,2.34,-6.25,13.47,1.2,14.65,192,18.00,4.96,88,2.28,3008,9.0,0.00,0
2.036,0.69,14.60,14.64,1.000,0.00,0.00,1724,1447,3,100,29.95,-6.04,209,0.00,-6.29,1.000,2.34,-6.25,13.43,0.0,14.65,192,18.00,4.96,88,2.28,3094,9.0,0.00,0
2.055,0.49,14.63,14.64,1.000,0.00,0.00,1623,438,3,100,26.78,-7.10,209,0.00,-5.57,1.000,-0.78,-6.25,13.22,0.0,14.65,192,22.00,3.96,88,1.54,3192,7.1,0.00,0
2.069,0.43,14.63,14.64,1.000,0.00,0.00,1541,438,3,100,22.69,-7.84,209,0.00,-4.17,1.000,-3.12,-6.25,13.13,0.0,14.65,192,9.00,2.07,88,1.46,3235,7.1,0.00,0
2.099,0.36,14.62,14.64,1.000,0.00,0.00,1473,438,3,100,19.33,-8.62,209,0.00,-3.37,1.000,-3.12,-6.25,13.12,0.0,14.65,192,9.00,2.07,88,1.46,3255,7.1,0.00,0
2.121,0.31,14.52,14.53,1.000,0.00,0.00,1418,438,3,100,17.05,-9.23,209,0.00,-2.57,1.000,-3.12,-6.25,13.35,0.0,14.65,192,9.00,2.07,88,1.46,3268,7.1,0.00,0
2.136,0.30,14.50,14.53,1.000,0.00,0.00,1374,438,3,100,15.63,-9.44,209,0.00,-2.21,1.000,-2.34,-6.25,13.60,0.0,14.65,192,8.00,2.09,88,1.28,3272,7.1,0.00,0
2.158,0.26,14.49,14.53,1.000,0.00,0.00,1341,438,3,100,14.06,-10.23,209,0.00,-1.44,1.000,-2.34,-6.25,13.90,0.0,14.65,192,8.00,2.09,88,1.28,3249,7.1,0.00,0
2.182,0.22,14.56,14.59,1.000,0.00,0.00,1254,438,3,100,12.03,-10.59,209,0.00,-1.37,1.000,0.00,-6.25,14.38,0.0,14.65,192,7.50,1.39,88,1.28,3235,7.1,0.00,0
2.207,0.21,14.57,14.70,1.000,0.00,0.00,1233,438,3,100,11.10,-11.05,209,0.00,-1.04,1.000,0.00,-6.25,14.63,0.0,14.65,192,7.00,1.38,88,1.28,3229,7.1,0.00,0
2.226,0.19,14.58,14.70,1.000,0.00,0.00,1198,438,3,100,10.23,-11.29,209,0.00,-0.34,1.000,0.00,-6.25,15.33,0.0,14.65,192,7.00,1.38,88,1.28,3218,7.1,0.00,0
2.244,0.18,14.58,14.70,1.000,0.00,0.00,1173,438,3,100,9.70,-11.32,209,0.00,-0.34,1.000,0.00,-6.25,16.80,0.0,14.65,192,6.50,1.37,88,1.22,3200,7.1,0.00,0
2.259,0.17,14.58,14.76,1.000,0.00,0.00,1166,438,3,100,9.22,-11.37,209,0.00,-0.27,1.000,0.00,-6.25,16.33,0.0,14.65,192,6.50,1.37,88,1.22,3184,7.1,0.00,0
2.286,0.16,14.59,14.42,1.000,0.00,0.00,1133,438,3,100,8.69,-11.51,209,0.00,-0.11,1.000,0.00,-6.25,16.25,0.0,14.65,192,6.00,1.36,88,1.18,3169,7.1,0.00,0
2.308,0.16,14.59,14.42,1.000,0.00,0.00,1127,438,3,100,8.35,-11.75,209,0.00,-0.11,1.000,0.00,-6.25,16.19,0.0,14.65,192,6.00,1.36,88,1.18,3161,7.1,0.00,0
2.322,0.16,14.59,14.31,1.000,0.00,0.00,1095,438,3,100,8.15,-11.77,209,0.00,0.14,1.000,0.00,-6.25,16.08,0.0,14.65,192,5.50,1.34,88,1.18,3146,7.1,0.00,0
2.337,0.14,14.60,14.31,1.000,0.00,0.00,1080,438,3,100,7.87,-11.83,209,0.00,0.20,1.000,0.00,-6.25,15.93,0.0,14.65,192,5.50,1.34,88,1.18,3130,7.1,0.00,0
2.353,0.14,14.60,14.25,1.000,0.00,0.00,1056,438,3,100,7.73,-11.89,209,0.00,0.25,1.000,0.00,-6.25,15.82,0.0,14.65,192,5.50,1.34,88,1.18,3125,7.1,0.00,0
2.379,0.14,14.60,14.15,1.000,0.00,0.00,1033,438,3,100,7.50,-12.04,209,0.00,0.35,1.000,0.00,-6.25,15.62,0.0,14.65,192,5.00,1.33,88,1.20,3120,7.1,0.00,0
2.406,0.14,14.60,14.09,1.000,0.00,0.00,1012,438,3,99,7.43,-12.08,209,0.00,0.44,1.000,0.00,-6.25,15.59,0.0,14.65,192,5.00,1.33,88,1.20,3117,7.1,0.00,0
2.434,0.13,14.60,14.09,1.000,0.00,0.00,995,438,3,99,7.28,-12.11,209,0.00,0.51,1.000,0.00,-6.25,15.53,0.0,14.65,192,4.50,1.33,88,1.14,3121,7.1,0.00,0
2.440,0.13,14.60,14.04,1.000,0.00,0.00,980,438,3,99,7.19,-12.10,209,0.00,0.51,1.000,0.00,-6.25,15.57,0.0,14.65,192,3.50,1.33,88,1.14,3118,7.1,0.00,0
2.457,0.13,14.60,13.99,1.000,0.00,0.00,959,438,3,99,7.13,-12.05,209,0.00,0.46,1.000,0.00,-6.25,15.58,0.0,14.65,192,3.50,1.33,88,1.14,3119,7.1,0.00,0
2.473,0.13,14.60,13.99,1.000,0.00,0.00,936,438,3,99,7.04,-12.01,209,0.00,0.41,1.000,0.00,-6.25,15.59,0.0,14.65,192,3.50,1.33,88,1.14,3118,7.1,0.00,0
2.490,0.13,14.60,13.94,1.000,0.00,0.00,934,438,3,99,7.00,-11.94,209,0.00,0.41,1.000,0.00,-6.25,15.62,0.0,14.65,192,3.00,1.33,88,1.12,3124,7.1,0.00,0
2.510,0.13,14.60,13.94,1.000,0.00,0.00,909,438,3,99,6.93,-11.91,209,0.00,0.34,1.000,0.00,-6.25,15.80,0.0,14.65,192,3.00,1.33,88,1.12,3130,7.1,0.00,0
2.551,0.13,14.60,13.94,1.000,0.00,0.00,895,438,3,99,6.88,-11.94,209,0.00,0.32,1.000,0.00,-6.25,16.02,0.0,14.65,192,2.50,1.34,88,1.14,3138,7.1,0.00,0
2.557,0.13,14.60,13.89,1.000,0.00,0.00,876,438,3,99,6.83,-12.01,209,0.00,0.34,1.000,0.00,-6.25,16.19,0.0,14.65,192,2.50,1.34,88,1.14,3147,7.1,0.00,0
2.572,0.13,14.60,13.84,1.000,0.00,0.00,858,438,3,99,6.82,-12.04,209,0.00,0.40,1.000,0.00,-6.25,16.39,0.0,14.65,192,2.00,1.35,88,1.14,3155,7.1,0.00,0
2.602,0.12,14.60,13.73,1.000,0.00,0.00,830,438,3,99,6.75,-12.07,209,0.00,0.44,1.000,0.00,-6.25,16.57,0.0,14.65,192,2.00,1.35,88,1.14,3180,7.1,0.00,0
2.608,0.12,14.60,13.73,1.000,0.00,0.00,813,438,3,99,6.73,-12.12,209,0.00,0.44,1.000,0.00,-6.25,16.24,0.0,14.65,192,1.50,1.36,88,1.16,3182,7.1,0.00,0
2.618,0.12,14.60,13.73,1.000,0.00,0.00,793,438,3,99,6.67,-12.25,209,0.00,0.50,1.000,0.00,-6.25,15.59,0.0,14.65,192,1.50,1.36,88,1.16,3182,7.1,0.00,0
2.632,0.12,14.60,13.68,1.000,0.00,0.00,784,438,3,99,6.64,-12.20,209,0.00,0.62,1.000,0.00,-6.25,15.26,0.0,14.65,192,1.00,1.36,88,1.16,3184,7.1,0.00,0
2.651,0.12,14.60,13.68,1.000,0.00,0.00,765,438,3,99,6.59,-12.14,209,0.00,0.52,1.000,0.00,-6.25,15.01,0.0,14.65,192,1.00,1.36,88,1.16,3178,7.1,0.00,0
2.665,0.12,14.60,14.76,1.000,0.00,0.00,757,438,3,99,6.50,-12.06,209,0.00,0.45,1.000,0.00,-6.25,14.79,0.0,14.65,192,1.00,1.36,88,1.16,3166,7.1,0.00,0
2.698,0.12,14.60,14.76,1.000,0.00,0.00,732,438,3,99,6.42,-12.00,209,0.00,0.38,1.000,0.00,-6.25,14.87,0.0,14.65,192,0.50,1.35,88,1.18,3153,7.1,0.00,0
