Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
0.183,0.37,14.61,14.42,1.000,0.00,0.00,663,690,2,90,15.90,-9.58,97,57.50,2.21,1.000,-1.56,-8.59,14.50,10.2,14.65,99,32.00,2.09,90,1.78,2451,13.3,0.00,0
0.208,0.39,14.61,14.42,1.000,0.00,0.00,676,690,2,90,16.19,-9.50,97,60.33,2.21,1.000,-1.56,-8.59,14.56,11.0,14.65,99,32.00,2.09,90,1.82,2452,14.1,0.00,0
0.223,0.40,14.62,14.42,1.000,0.00,0.00,660,756,2,90,16.74,-9.48,97,64.39,2.62,1.000,-1.56,-8.59,14.60,11.8,14.65,99,32.00,2.09,90,1.82,2457,14.1,0.00,0
0.250,0.41,14.62,14.42,1.000,0.00,0.00,698,756,2,90,17.14,-9.33,97,68.60,2.62,1.000,-1.56,-8.59,14.60,12.2,14.65,99,31.50,2.10,90,1.90,2462,14.9,0.00,0
0.275,0.41,14.62,14.42,1.000,0.00,0.00,712,756,2,90,17.61,-9.04,97,70.75,2.54,1.000,-1.56,-8.59,14.61,12.5,14.65,99,31.50,2.10,90,1.90,2463,14.9,0.00,0
0.280,0.43,14.63,14.42,1.000,0.00,0.00,715,810,2,90,18.10,-9.01,97,75.06,2.81,1.000,-0.78,-8.59,14.65,12.5,14.65,99,31.00,2.63,90,1.98,2467,16.1,0.00,0
0.287,0.44,14.63,14.42,1.000,0.00,0.00,727,810,2,90,18.80,-8.73,97,79.31,2.96,1.000,-0.78,-8.59,14.70,12.2,14.65,99,31.00,2.63,90,1.98,2470,16.1,0.00,0
0.312,0.48,14.63,14.42,1.000,0.00,0.00,809,929,2,90,19.85,-8.43,97,85.62,3.12,1.000,-0.78,-8.59,14.72,12.2,14.65,99,30.50,2.63,90,2.02,2461,16.5,0.00,0
0.348,0.50,14.64,14.42,1.000,0.00,0.00,891,982,2,90,21.09,-8.01,97,85.00,2.99,1.000,-0.78,-8.59,14.71,11.4,14.65,99,29.50,2.61,90,2.06,2445,16.9,0.00,0
0.379,0.53,14.64,14.42,1.000,0.00,0.00,906,1048,2,90,21.95,-7.91,97,82.28,2.55,1.000,-0.78,-8.59,14.74,11.0,14.65,99,29.50,2.61,90,2.06,2425,16.9,0.00,0
0.409,0.54,14.64,14.42,1.000,0.00,0.00,1007,1048,2,90,22.31,-7.79,97,81.94,2.34,1.000,-0.78,-8.59,14.78,10.6,14.65,99,28.50,2.58,90,2.08,2413,16.5,0.00,0
0.433,0.56,14.63,14.36,1.000,0.00,0.00,1081,1101,2,90,22.79,-7.59,97,81.10,1.90,1.000,0.00,-8.59,14.81,10.6,14.65,99,28.50,2.57,90,2.06,2408,16.5,0.00,0
0.471,0.57,14.62,14.31,1.000,0.00,0.00,1136,1101,2,90,23.35,-7.42,97,80.36,1.70,1.000,0.00,-8.59,14.89,10.6,14.65,99,28.00,2.58,90,2.06,2424,16.5,0.00,0
0.509,0.57,14.62,14.31,1.000,0.00,0.00,1135,1101,2,90,23.53,-7.31,97,80.20,1.70,1.000,0.00,-8.59,14.92,10.6,14.65,99,28.00,2.58,90,2.06,2431,16.5,0.00,0
0.513,0.57,14.62,14.31,1.000,0.00,0.00,1131,1101,2,90,23.75,-7.12,97,80.38,1.59,1.000,0.00,-8.59,14.96,10.6,14.65,99,28.00,2.61,90,2.06,2443,16.9,0.00,0
0.539,0.58,14.62,14.25,1.000,0.00,0.00,1172,1155,2,90,23.93,-7.39,97,80.55,1.42,1.000,0.00,-8.59,15.02,10.6,14.65,99,28.00,2.61,90,2.06,2453,16.9,0.00,0
0.563,0.58,14.62,14.25,1.000,0.00,0.00,1170,1155,2,90,24.25,-6.98,97,79.64,1.24,1.000,0.78,-8.59,15.04,10.6,14.65,99,28.00,2.62,90,2.08,2458,16.9,0.00,0
0.589,0.58,14.62,14.25,1.000,0.00,0.00,1186,1155,2,90,24.32,-7.17,97,79.24,1.40,1.000,0.78,-8.59,15.10,10.6,14.65,99,28.00,2.62,90,2.08,2459,16.9,0.00,0
0.604,0.59,14.62,14.25,1.000,0.00,0.00,1183,1155,2,90,24.39,-7.18,97,79.01,1.41,1.000,1.56,-8.59,15.11,10.6,14.65,99,28.00,2.62,90,2.06,2451,16.9,0.00,0
0.620,0.59,14.62,14.20,1.000,0.00,0.00,1212,1155,2,90,24.43,-6.96,97,78.40,1.25,1.000,1.56,-8.59,15.13,10.2,14.65,99,28.00,2.62,90,2.06,2443,16.9,0.00,0
0.676,0.59,14.62,14.20,1.000,0.00,0.00,1152,1155,2,90,24.50,-7.04,97,78.18,1.25,1.000,1.56,-8.59,15.11,10.2,14.65,99,27.50,2.60,90,2.08,2435,16.9,0.00,0
0.693,0.59,14.62,14.20,1.000,0.00,0.00,1172,1155,2,90,24.59,-7.16,97,78.22,1.18,1.000,1.56,-8.59,15.10,10.2,14.65,99,27.50,2.60,90,2.08,2433,16.9,0.00,0
0.711,0.61,14.62,14.20,1.000,0.00,0.00,1198,1208,2,90,24.61,-6.79,97,78.38,1.17,1.000,1.56,-8.59,15.06,10.2,14.65,100,27.50,3.10,90,2.08,2426,16.9,0.00,0
0.717,0.61,14.61,14.15,1.000,0.00,0.00,1221,1208,2,90,24.74,-7.07,97,79.94,0.98,1.000,1.56,-8.59,15.01,10.6,14.65,100,27.50,3.10,90,2.08,2426,16.9,0.00,0
0.722,0.61,14.61,14.15,1.000,0.00,0.00,1242,1208,2,90,24.93,-6.97,97,79.01,1.35,1.000,1.56,-8.59,15.00,10.2,14.65,100,27.50,2.59,90,2.08,2432,17.3,0.00,0
0.761,0.61,14.61,14.15,1.000,0.00,0.00,1245,1208,2,90,25.17,-6.92,97,77.68,1.06,1.000,1.56,-8.59,14.93,10.2,14.65,100,27.50,2.59,90,2.08,2439,17.3,0.00,0
0.776,0.62,14.61,14.15,1.000,0.00,0.00,1252,1208,2,90,25.47,-6.86,97,76.64,0.85,1.000,1.56,-8.59,14.85,10.2,14.65,100,27.50,2.61,90,2.10,2452,16.9,0.00,0
0.781,0.62,14.61,14.09,1.000,0.00,0.00,1280,1208,2,90,25.67,-6.66,97,76.74,0.82,1.000,1.56,-8.59,14.83,10.2,14.65,100,27.50,2.61,90,2.10,2466,16.9,0.00,0
0.818,0.62,14.61,14.09,1.000,0.00,0.00,1241,1208,2,90,25.74,-6.72,97,76.70,0.82,1.000,1.56,-8.59,14.79,10.2,14.65,100,27.00,2.63,90,2.08,2473,17.6,0.00,0
0.825,0.62,14.61,14.09,1.000,0.00,0.00,1245,1208,2,90,25.95,-6.81,97,76.15,0.77,1.000,1.56,-8.59,14.80,10.2,14.65,100,27.00,2.63,90,2.08,2475,17.6,0.00,0
0.846,0.63,14.61,14.09,1.000,0.00,0.00,1300,1208,2,90,26.12,-6.58,97,72.50,0.71,1.000,0.78,-8.59,14.74,9.4,14.65,100,27.00,2.64,90,2.10,2471,16.9,0.00,0
0.860,0.63,14.60,14.04,1.000,0.00,0.00,1298,1261,2,90,26.12,-6.67,97,66.38,0.10,1.000,0.78,-8.59,14.72,9.0,14.65,100,27.00,2.64,90,2.10,2468,16.9,0.00,0
0.885,0.63,14.60,14.04,1.000,0.00,0.00,1302,1261,2,90,25.99,-6.71,97,65.66,-0.04,1.000,0.78,-8.59,14.71,9.0,14.65,100,27.00,2.63,90,2.08,2464,16.5,0.00,0
0.910,0.62,14.61,14.15,1.000,0.00,0.00,1303,1261,2,90,25.64,-6.75,97,66.65,-0.12,1.000,0.78,-8.59,14.73,9.0,14.65,100,27.00,2.62,90,2.06,2455,16.5,0.00,0
0.955,0.62,14.61,14.15,1.000,0.00,0.00,1292,1261,2,90,25.55,-6.75,97,69.78,0.33,1.000,1.56,-8.59,14.77,9.4,14.65,100,27.00,2.62,90,2.06,2457,16.9,0.00,0
0.970,0.62,14.61,14.15,1.000,0.00,0.00,1295,1261,2,90,25.64,-6.94,97,68.06,0.29,1.000,1.56,-8.59,14.76,9.0,14.65,100,27.00,2.62,90,2.06,2466,16.9,0.00,0
1.005,0.62,14.61,14.15,1.000,0.00,0.00,1300,1261,2,90,25.81,-6.68,97,50.12,-0.85,1.000,1.56,-8.59,14.79,7.1,14.65,100,27.00,2.63,90,2.08,2481,16.1,0.00,0
1.019,0.61,14.61,14.15,1.000,0.00,0.00,1266,1208,2,90,25.57,-7.00,97,40.12,-1.39,1.000,1.56,-8.59,14.78,4.7,14.65,100,27.00,2.63,90,2.08,2491,16.1,0.00,0
1.056,0.58,14.61,14.20,1.000,0.00,0.00,1280,1155,2,90,24.35,-7.31,97,29.93,-1.87,1.000,1.56,-8.59,14.79,0.0,14.65,100,27.00,2.66,90,2.00,2499,13.3,0.00,0
1.070,0.56,14.62,14.31,1.000,0.00,0.00,1228,1155,2,90,23.57,-7.86,97,29.73,-2.04,1.000,1.56,-8.59,14.75,0.0,14.65,100,28.00,2.67,90,1.82,2496,11.4,0.00,0
1.109,0.54,14.63,14.42,1.000,0.00,0.00,1210,730,2,90,22.41,-7.99,97,29.33,-1.55,1.000,1.56,-8.59,14.78,0.0,14.65,100,28.00,2.67,90,1.82,2491,11.4,0.00,0
1.126,0.52,14.64,14.47,1.000,0.00,0.00,1171,730,2,90,21.63,-8.32,97,28.93,-1.12,1.000,1.56,-8.59,14.74,0.0,14.65,100,28.00,2.67,90,1.82,2480,11.4,0.00,0
1.187,0.50,14.64,14.47,1.000,0.00,0.00,1087,730,2,90,20.24,-8.46,97,28.73,-1.01,1.000,1.56,-8.59,14.72,0.0,14.65,100,24.00,2.12,90,1.70,2474,11.4,0.00,0
1.219,0.48,14.63,14.47,1.000,0.00,0.00,1022,730,2,90,19.26,-8.76,97,28.33,-1.01,1.000,1.56,-8.59,14.69,0.0,14.65,100,24.00,2.12,90,1.70,2456,11.4,0.00,0
1.252,0.45,14.63,14.47,1.000,0.00,0.00,981,730,2,90,18.66,-8.86,97,28.12,-0.75,1.000,1.56,-8.59,14.68,0.0,14.65,100,24.00,2.09,90,1.68,2447,10.6,0.00,0
1.278,0.41,14.62,14.47,1.000,0.00,0.00,809,730,2,90,16.75,-9.35,97,27.12,-0.25,1.000,1.56,-8.59,14.73,0.0,14.65,100,24.00,2.09,90,1.62,2448,11.0,0.00,0
1.283,0.40,14.62,14.47,1.000,0.00,0.00,823,730,2,90,16.31,-9.47,97,26.73,-0.25,1.000,1.56,-8.59,14.72,0.0,14.65,100,24.00,2.09,90,1.62,2452,11.0,0.00,0
1.313,0.37,14.62,14.47,1.000,0.00,0.00,786,730,2,90,15.87,-9.60,97,26.52,-0.05,1.000,1.56,-8.59,14.70,0.0,14.65,100,24.00,2.09,90,1.60,2459,10.6,0.00,0
1.331,0.37,14.61,14.47,1.000,0.00,0.00,782,730,2,90,15.42,-9.91,97,26.12,-0.05,1.000,1.56,-8.59,14.68,0.0,14.65,100,24.00,2.09,90,1.60,2459,10.6,0.00,0
1.338,0.36,14.61,14.47,1.000,0.00,0.00,811,730,2,90,14.95,-9.96,97,25.52,0.22,1.000,1.56,-8.59,14.66,0.0,14.65,100,24.00,2.10,90,1.60,2463,10.6,0.00,0
1.343,0.35,14.60,14.53,1.000,0.00,0.00,845,730,2,90,14.31,-10.16,97,24.93,0.36,1.000,0.00,-8.59,14.59,0.0,14.65,100,24.00,2.10,90,1.58,2466,10.6,0.00,0
1.387,0.34,14.60,14.53,1.000,0.00,0.00,829,730,2,90,13.96,-10.19,97,24.52,0.42,1.000,0.00,-8.59,14.56,0.0,14.65,100,24.00,2.10,90,1.58,2439,10.6,0.00,0
1.391,0.34,14.60,14.53,1.000,0.00,0.00,848,730,2,90,13.74,-10.20,97,24.12,0.39,1.000,0.00,-8.59,14.52,0.0,14.65,100,24.00,1.56,90,1.58,2439,10.6,0.00,0
1.408,0.32,14.60,14.53,1.000,0.00,0.00,813,730,2,90,13.37,-10.35,97,23.52,0.44,1.000,0.00,-8.59,14.48,0.0,14.65,100,24.00,1.56,90,1.58,2422,10.6,0.00,0
1.413,0.32,14.59,14.53,1.000,0.00,0.00,827,730,2,90,13.19,-10.31,97,23.33,0.46,1.000,0.00,-8.59,14.47,0.0,14.65,100,23.50,1.55,90,1.58,2418,10.2,0.00,0
1.429,0.31,14.59,14.53,1.000,0.00,0.00,809,730,2,90,12.89,-10.45,97,22.52,0.50,1.000,0.00,-8.59,14.43,0.0,14.65,100,23.50,1.54,90,1.56,2414,10.2,0.00,0
1.458,0.31,14.58,14.53,1.000,0.00,0.00,811,730,2,90,12.80,-10.37,97,22.33,0.40,1.000,0.00,-8.59,14.43,0.0,14.65,100,23.50,1.54,90,1.56,2419,10.2,0.00,0
1.467,0.31,14.58,14.53,1.000,0.00,0.00,774,730,2,90,12.70,-10.52,97,21.73,0.41,1.000,0.00,-8.59,14.46,0.0,14.65,100,23.50,1.56,90,1.54,2445,10.2,0.00,0
1.492,0.30,14.58,14.53,1.000,0.00,0.00,749,730,2,90,12.62,-10.44,97,21.12,0.53,1.000,0.00,-8.59,14.55,0.0,14.65,100,23.50,1.56,90,1.54,2463,10.2,0.00,0
1.517,0.30,14.58,14.53,1.000,0.00,0.00,701,730,2,90,12.59,-10.56,97,20.93,0.41,1.000,0.00,-8.59,14.61,0.0,14.65,100,23.50,1.59,90,1.54,2477,10.2,0.00,0
1.532,0.30,14.58,14.53,1.000,0.00,0.00,687,730,2,90,12.44,-10.64,97,20.52,0.50,1.000,0.00,-8.59,14.66,0.0,14.65,100,23.50,1.59,90,1.54,2477,10.2,0.00,0
1.557,0.30,14.58,14.53,1.000,0.00,0.00,660,730,2,90,12.37,-10.53,97,20.12,0.54,1.000,0.00,-8.59,14.72,0.0,14.65,100,23.50,1.59,90,1.56,2483,10.2,0.00,0
1.565,0.30,14.58,14.53,1.000,0.00,0.00,661,730,2,90,12.28,-10.67,97,19.73,0.42,1.000,0.00,-8.59,14.85,0.0,14.65,100,23.50,1.59,90,1.56,2485,10.2,0.00,0
1.601,0.28,14.57,14.53,1.000,0.00,0.00,642,730,2,90,12.04,-10.61,97,18.93,0.46,1.000,0.00,-8.59,15.34,0.0,14.65,100,23.50,1.58,90,1.54,2469,10.2,0.00,0
1.641,0.28,14.57,14.53,1.000,0.00,0.00,624,730,2,90,11.87,-10.67,97,18.52,0.39,1.000,0.00,-8.59,15.39,0.0,14.65,100,23.50,1.56,90,1.52,2441,9.8,0.00,0
1.678,0.28,14.57,14.53,1.000,0.00,0.00,639,730,2,90,11.77,-10.75,97,18.12,0.49,1.000,0.00,-8.59,15.47,0.0,14.65,100,23.50,1.56,90,1.52,2436,9.8,0.00,0
1.708,0.28,14.57,14.53,1.000,0.00,0.00,635,730,2,90,11.72,-10.64,97,17.93,0.35,1.000,0.00,-8.59,15.64,0.0,14.65,100,23.50,1.56,90,1.52,2437,9.8,0.00,0
1.740,0.28,14.57,14.53,1.000,0.00,0.00,636,730,2,90,11.45,-10.79,97,17.12,0.34,1.000,0.00,-8.59,15.93,0.0,14.65,100,23.50,1.55,90,1.52,2407,9.8,0.00,0
1.744,0.28,14.57,14.53,1.000,0.00,0.00,687,730,2,90,11.34,-10.71,97,16.74,0.43,1.000,0.00,-8.59,16.09,0.0,14.65,100,23.50,1.54,90,1.52,2395,9.8,0.00,0
1.749,0.27,14.57,13.68,1.000,0.00,0.00,671,730,2,90,11.26,-10.81,97,16.55,0.33,1.000,0.00,-8.59,16.05,0.0,14.65,100,23.50,1.54,90,1.52,2391,9.8,0.00,0
1.763,0.27,14.56,13.68,1.000,0.00,0.00,658,730,2,90,11.17,-10.77,97,15.99,0.35,1.000,0.00,-8.59,16.19,0.0,14.65,100,23.50,1.53,90,1.50,2393,9.4,0.00,0
1.800,0.27,14.56,13.63,1.000,0.00,0.00,668,730,2,90,11.13,-10.85,97,15.41,0.31,1.000,0.00,-8.59,16.44,0.0,14.65,100,23.50,1.54,90,1.50,2401,9.4,0.00,0
1.821,0.27,14.57,13.59,1.000,0.00,0.00,697,730,2,90,11.05,-10.82,97,14.82,0.30,1.000,0.00,-8.59,16.49,0.0,14.65,100,23.50,1.54,90,1.50,2409,9.4,0.00,0
1.869,0.27,14.57,13.54,1.000,0.00,0.00,688,730,2,90,11.04,-10.91,97,14.43,0.30,1.000,0.00,-8.59,16.73,0.0,14.65,100,23.50,1.55,90,1.48,2422,9.4,0.00,0
1.873,0.27,14.57,13.54,1.000,0.00,0.00,690,730,2,90,10.98,-10.95,97,14.23,0.37,1.000,0.00,-8.59,16.79,0.0,14.65,100,23.50,1.55,90,1.48,2419,9.4,0.00,0
1.911,0.26,14.56,13.49,1.000,0.00,0.00,683,730,2,90,10.84,-11.00,97,13.23,0.36,1.000,0.00,-8.59,17.25,0.0,14.65,100,23.50,1.55,90,1.48,2417,9.4,0.00,0
1.959,0.26,14.56,13.49,1.000,0.00,0.00,717,730,2,90,10.77,-10.94,97,12.82,0.36,1.000,0.00,-8.59,17.61,0.0,14.65,100,23.50,1.55,90,1.48,2406,9.4,0.00,0
1.993,0.26,14.56,13.49,1.000,0.00,0.00,695,730,2,90,10.72,-10.99,97,12.62,0.27,1.000,0.00,-8.59,17.83,0.0,14.65,100,23.50,1.55,90,1.48,2397,9.4,0.00,0
2.033,0.26,14.56,13.49,1.000,0.00,0.00,702,730,2,90,10.60,-11.04,97,12.25,0.29,1.000,0.00,-8.59,17.91,0.0,14.65,100,23.50,1.53,90,1.48,2391,9.4,0.00,0
2.061,0.26,14.56,13.49,1.000,0.00,0.00,696,730,2,90,10.44,-10.97,97,11.69,0.29,1.000,0.00,-8.59,18.29,0.0,14.65,100,23.50,1.53,90,1.48,2374,9.4,0.00,0
2.078,0.26,14.56,13.49,1.000,0.00,0.00,710,730,2,90,10.36,-11.09,97,11.31,0.41,1.000,0.00,-8.59,18.44,0.0,14.65,100,23.50,1.52,90,1.46,2364,9.4,0.00,0
2.087,0.26,14.56,13.44,1.000,0.00,0.00,713,730,2,90,10.28,-11.02,97,11.12,0.41,1.000,0.00,-8.59,18.81,0.0,14.65,100,23.50,1.52,90,1.46,2355,9.4,0.00,0
2.092,0.26,14.56,13.44,1.000,0.00,0.00,708,730,2,90,10.23,-11.09,97,10.38,0.38,1.000,0.00,-8.59,18.93,0.0,14.65,100,23.50,1.51,90,1.46,2351,9.4,0.00,0
2.128,0.26,14.56,13.39,1.000,0.00,0.00,700,730,2,90,10.25,-11.06,97,9.81,0.29,1.000,0.00,-8.59,19.38,0.0,14.65,100,23.50,1.51,90,1.46,2359,9.4,0.00,0
2.133,0.26,14.56,13.39,1.000,0.00,0.00,715,730,2,90,10.26,-11.11,97,9.62,0.29,1.000,0.00,-8.59,19.78,0.0,14.65,100,23.50,1.51,90,1.46,2361,9.4,0.00,0
2.185,0.25,14.56,13.39,1.000,0.00,0.00,761,730,2,90,10.10,-11.06,97,8.12,0.20,1.000,0.00,-8.59,20.45,0.0,14.65,100,23.50,1.50,90,1.46,2355,9.4,0.00,0
2.229,0.25,14.56,13.39,1.000,0.00,0.00,733,730,2,90,10.03,-11.14,97,7.94,0.27,1.000,0.00,-8.59,20.45,0.0,14.65,100,23.50,1.50,90,1.46,2344,9.4,0.00,0
2.244,0.25,14.56,13.44,1.000,0.00,0.00,750,730,2,90,9.93,-11.10,97,7.58,0.27,1.000,0.00,-8.59,20.16,0.0,14.65,100,23.50,1.50,90,1.46,2331,9.4,0.00,0
2.285,0.25,14.56,13.44,1.000,0.00,0.00,749,730,2,90,9.94,-11.13,97,7.01,0.20,1.000,0.00,-8.59,20.85,0.0,14.65,100,23.50,1.50,90,1.46,2335,9.4,0.00,0
2.291,0.25,14.56,13.44,1.000,0.00,0.00,768,730,2,90,9.85,-11.05,97,6.49,0.17,1.000,0.00,-8.59,21.14,0.0,14.65,100,23.50,1.49,90,1.46,2320,9.0,0.00,0
2.322,0.25,14.56,13.39,1.000,0.00,0.00,741,730,2,90,9.87,-11.12,97,6.14,0.20,1.000,0.00,-8.59,21.45,0.0,14.65,100,23.50,1.49,90,1.46,2323,9.0,0.00,0
2.357,0.25,14.56,13.39,1.000,0.00,0.00,757,730,2,90,9.85,-11.12,97,5.44,0.16,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.48,90,1.44,2319,9.0,0.00,0
2.361,0.25,14.56,13.39,1.000,0.00,0.00,763,730,2,90,9.82,-11.07,97,5.09,0.08,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.48,90,1.44,2312,9.0,0.00,0
2.398,0.25,14.56,13.34,1.000,0.00,0.00,737,730,2,90,9.78,-11.03,97,4.21,0.04,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.48,90,1.44,2306,9.0,0.00,0
2.456,0.25,14.55,13.39,1.000,0.00,0.00,760,730,2,90,9.74,-11.12,97,3.69,0.14,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.48,90,1.44,2300,9.0,0.00,0
2.470,0.25,14.55,13.39,1.000,0.00,0.00,738,730,2,90,9.67,-11.11,97,3.16,0.08,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.47,90,1.44,2287,9.0,0.00,0
2.498,0.25,14.55,13.34,1.000,0.00,0.00,745,730,2,90,9.58,-11.06,97,2.29,0.03,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.46,90,1.44,2271,9.0,0.00,0
2.513,0.25,14.55,13.34,1.000,0.00,0.00,756,730,2,90,9.54,-11.06,97,1.96,0.03,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.45,90,1.44,2264,9.0,0.00,0
2.556,0.25,14.55,13.34,1.000,0.00,0.00,773,730,2,90,9.58,-11.11,97,1.79,0.03,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.45,90,1.44,2269,9.0,0.00,0
2.583,0.25,14.55,13.30,1.000,0.00,0.00,761,730,2,90,9.55,-11.02,97,0.96,-0.07,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.45,90,1.44,2262,9.0,0.00,0
2.618,0.25,14.55,13.30,1.000,0.00,0.00,762,730,2,90,9.52,-11.09,97,0.00,-0.13,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.45,90,1.44,2255,9.0,0.00,0
2.644,0.25,14.55,13.30,1.000,0.00,0.00,756,730,2,90,9.45,-11.12,97,0.00,-0.11,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.44,90,1.42,2252,9.0,0.00,0
2.663,0.25,14.55,13.30,1.000,0.00,0.00,768,730,2,90,9.40,-11.04,97,0.00,-0.06,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.44,90,1.42,2244,9.0,0.00,0
2.678,0.25,14.55,13.30,1.000,0.00,0.00,780,730,2,90,9.36,-11.14,97,0.00,-0.02,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.43,90,1.42,2241,9.0,0.00,0
2.703,0.25,14.55,13.30,1.000,0.00,0.00,778,730,2,90,9.37,-11.04,97,0.00,-0.04,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.43,90,1.42,2231,9.0,0.00,0
2.717,0.25,14.55,13.30,1.000,0.00,0.00,775,730,2,90,9.28,-11.07,97,0.00,0.03,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.43,90,1.42,2223,9.0,0.00,0
2.742,0.25,14.55,13.30,1.000,0.00,0.00,774,730,2,90,9.19,-11.06,97,0.00,0.08,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.43,90,1.42,2206,9.0,0.00,0
2.764,0.25,14.55,13.30,1.000,0.00,0.00,774,730,2,90,8.97,-11.04,97,0.00,0.20,1.000,0.00,-8.59,22.20,0.0,14.65,100,23.50,1.40,90,1.42,2164,9.0,0.00,0
