Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
0.000,0.25,14.55,14.93,1.000,0.00,0.00,394,438,4,100,9.03,-10.76,209,39.56,2.77,1.000,0.00,-6.25,13.89,6.7,14.65,192,28.50,1.38,88,1.46,2172,9.8,0.00,0
0.011,0.25,14.55,14.93,1.000,0.00,0.00,388,438,4,100,9.31,-10.59,209,38.54,2.50,1.000,0.78,-6.25,13.97,6.3,14.65,192,28.50,1.40,88,1.48,2185,9.4,0.00,0
0.016,0.26,14.55,14.93,1.000,0.00,0.00,381,438,4,100,9.44,-10.62,209,37.79,2.31,1.000,0.78,-6.25,14.03,6.3,14.65,192,28.50,1.40,88,1.48,2180,9.4,0.00,0
0.043,0.26,14.54,14.87,1.000,0.00,0.00,379,438,4,100,9.39,-10.67,209,37.16,2.40,1.000,0.78,-6.25,14.09,6.3,14.65,192,28.50,1.40,88,1.48,2168,9.4,0.00,0
0.071,0.26,14.54,14.87,1.000,0.00,0.00,379,438,4,100,9.38,-10.62,209,36.49,2.36,1.000,0.78,-6.25,14.11,6.3,14.65,192,28.50,1.40,88,1.48,2154,9.4,0.00,0
0.076,0.26,14.54,14.87,1.000,0.00,0.00,386,438,4,100,9.34,-10.45,209,35.90,2.18,1.000,0.78,-6.25,14.15,6.3,14.65,192,28.50,1.38,88,1.46,2147,9.0,0.00,0
0.110,0.26,14.54,14.93,1.000,0.00,0.00,389,438,4,100,9.30,-10.48,209,36.10,2.18,1.000,0.78,-6.25,14.21,6.3,14.65,192,28.50,1.38,88,1.46,2134,9.0,0.00,0
0.114,0.26,14.54,14.93,1.000,0.00,0.00,383,438,4,100,9.32,-10.57,209,36.11,2.26,1.000,1.56,-6.25,14.23,6.3,14.65,192,28.50,1.37,88,1.46,2133,9.0,0.00,0
0.148,0.26,14.54,14.93,1.000,0.00,0.00,394,438,4,100,9.34,-10.59,209,37.73,2.49,1.000,1.56,-6.25,14.27,6.3,14.65,192,28.50,1.37,88,1.46,2132,9.0,0.00,0
0.153,0.26,14.54,14.93,1.000,0.00,0.00,377,438,4,100,9.38,-10.59,209,37.70,2.49,1.000,1.56,-6.25,14.29,6.3,14.65,192,28.50,1.37,88,1.46,2133,9.0,0.00,0
0.177,0.26,14.54,14.93,1.000,0.00,0.00,374,438,4,100,9.46,-10.45,209,39.21,2.49,1.000,1.56,-6.25,14.33,6.3,14.65,192,28.50,1.37,88,1.46,2143,9.4,0.00,0
0.182,0.26,14.54,14.93,1.000,0.00,0.00,375,438,4,100,9.54,-10.47,209,40.66,2.43,1.000,1.56,-6.25,14.38,6.7,14.65,192,28.50,1.37,88,1.46,2153,9.4,0.00,0
0.202,0.26,14.54,14.87,1.000,0.00,0.00,362,438,4,100,9.72,-10.50,209,39.65,2.50,1.000,1.56,-6.25,14.52,6.7,14.65,192,28.50,1.38,88,1.46,2166,9.8,0.00,0
0.240,0.26,14.54,14.87,1.000,0.00,0.00,381,438,4,100,9.79,-10.44,209,37.23,2.21,1.000,1.56,-6.25,14.58,6.3,14.65,192,28.50,1.39,88,1.48,2164,9.4,0.00,0
0.244,0.27,14.54,14.87,1.000,0.00,0.00,372,438,4,100,9.76,-10.41,209,36.53,2.27,1.000,1.56,-6.25,14.62,6.3,14.65,192,28.50,1.39,88,1.48,2155,9.4,0.00,0
0.265,0.27,14.54,14.87,1.000,0.00,0.00,380,438,4,102,9.71,-10.40,209,35.86,2.27,1.000,2.34,-6.25,14.63,6.3,14.65,192,28.50,1.38,88,1.46,2150,10.2,0.00,0
0.289,0.27,14.54,14.93,1.000,0.00,0.00,383,438,4,100,9.82,-10.30,209,34.34,2.12,1.000,2.34,-6.25,14.67,5.9,14.65,192,28.50,1.38,88,1.46,2140,10.2,0.00,0
0.295,0.27,14.54,14.93,1.000,0.00,0.00,377,438,4,102,10.03,-10.20,209,36.08,2.07,1.000,2.34,-6.25,14.74,6.3,14.65,192,28.50,1.37,88,1.56,2136,10.2,0.00,0
0.311,0.27,14.54,14.93,1.000,0.00,0.00,397,438,4,102,10.13,-10.22,209,36.08,1.98,1.000,3.12,-6.25,14.75,6.3,14.65,192,28.50,1.82,88,1.54,2136,10.2,0.00,0
0.338,0.28,14.54,14.93,1.000,0.00,0.00,391,491,4,102,10.36,-10.07,209,35.89,1.87,1.000,3.12,-6.25,14.80,6.3,14.65,192,28.50,1.82,88,1.54,2149,10.2,0.00,0
0.343,0.28,14.54,14.93,1.000,0.00,0.00,397,491,4,102,10.46,-10.07,209,35.85,1.80,1.000,0.78,-6.25,14.89,6.3,14.65,192,28.50,1.84,88,1.56,2151,10.2,0.00,0
0.359,0.28,14.55,14.87,1.000,0.00,0.00,426,491,4,102,10.59,-10.01,209,35.76,1.71,1.000,0.78,-6.25,14.90,6.3,14.65,192,28.50,1.84,88,1.56,2155,10.2,0.00,0
0.423,0.28,14.55,14.87,1.000,0.00,0.00,433,491,4,102,10.63,-10.01,209,35.01,1.64,1.000,1.56,-6.25,14.92,6.3,14.65,192,28.50,1.38,88,1.54,2153,10.2,0.00,0
0.462,0.30,14.55,14.87,1.000,0.00,0.00,449,491,4,102,10.60,-9.91,209,35.28,1.62,1.000,1.56,-6.25,14.97,6.3,14.65,192,28.50,1.37,88,1.50,2136,9.4,0.00,0
0.493,0.28,14.54,14.93,1.000,0.00,0.00,464,491,4,102,10.62,-10.02,209,35.99,1.78,1.000,2.34,-6.25,14.99,6.3,14.65,192,28.50,1.37,88,1.48,2142,10.2,0.00,0
0.507,0.30,14.54,14.93,1.000,0.00,0.00,459,491,4,102,10.70,-9.98,209,35.94,1.77,1.000,2.34,-6.25,15.06,6.3,14.65,192,28.50,1.37,88,1.48,2145,10.2,0.00,0
0.548,0.30,14.55,14.87,1.000,0.00,0.00,470,491,4,102,10.72,-9.95,209,35.14,1.73,1.000,2.34,-6.25,15.12,6.3,14.65,192,28.50,1.37,88,1.54,2145,9.4,0.00,0
0.574,0.30,14.55,14.82,1.000,0.00,0.00,474,491,4,102,10.66,-10.17,209,34.20,1.48,1.000,3.12,-6.25,15.24,5.9,14.65,192,28.50,1.83,88,1.48,2150,9.4,0.00,0
0.620,0.28,14.54,14.87,1.000,0.00,0.00,460,491,4,102,10.57,-10.10,209,22.86,1.32,1.000,3.91,-6.25,15.36,3.9,14.65,192,28.50,1.38,88,1.48,2150,9.0,0.00,0
0.635,0.28,14.54,14.93,1.000,0.00,0.00,474,491,4,102,10.48,-10.06,209,19.77,0.65,1.000,3.91,-6.25,15.41,2.0,14.65,192,28.50,1.38,88,1.48,2149,9.0,0.00,0
0.670,0.28,14.54,14.93,1.000,0.00,0.00,463,491,4,102,10.35,-10.10,209,19.33,0.67,1.000,3.91,-6.25,15.44,0.0,14.65,192,28.50,1.37,88,1.44,2143,7.8,0.00,0
0.694,0.27,14.54,14.93,1.000,0.00,0.00,464,438,4,102,9.79,-10.24,209,18.43,0.78,1.000,4.69,-6.25,15.41,0.0,14.65,192,28.00,1.37,88,1.38,2138,7.8,0.00,0
0.719,0.27,14.54,14.93,1.000,0.00,0.00,450,438,4,102,9.69,-10.47,209,17.98,0.78,1.000,4.69,-6.25,15.44,0.0,14.65,192,28.00,1.37,88,1.38,2141,7.8,0.00,0
0.734,0.26,14.54,14.93,1.000,0.00,0.00,448,438,4,102,9.36,-10.50,209,17.52,0.96,1.000,4.69,-6.25,15.45,0.0,14.65,192,26.50,1.37,88,1.36,2140,7.1,0.00,0
0.750,0.26,14.54,14.93,1.000,0.00,0.00,454,438,4,102,9.09,-10.61,209,17.08,1.04,1.000,4.69,-6.25,15.40,0.0,14.65,192,26.50,1.37,88,1.36,2137,7.1,0.00,0
0.765,0.25,14.54,14.93,1.000,0.00,0.00,453,438,4,102,8.89,-11.00,209,16.62,1.04,1.000,4.69,-6.25,15.35,0.0,14.65,192,26.50,1.37,88,1.24,2140,7.1,0.00,0
0.783,0.25,14.54,14.99,1.000,0.00,0.00,461,438,4,102,8.71,-10.92,209,16.40,1.41,1.000,4.69,-6.25,15.34,0.0,14.65,192,26.50,1.37,88,1.24,2138,7.1,0.00,0
0.818,0.23,14.55,14.93,1.000,0.00,0.00,465,438,4,102,8.51,-11.00,209,37.62,1.29,1.000,4.69,-6.25,15.33,6.3,14.65,192,25.50,1.37,88,1.24,2138,9.4,0.00,0
0.822,0.23,14.55,14.93,1.000,0.00,0.00,449,438,4,102,8.40,-11.12,209,44.46,3.31,1.000,4.69,-6.25,15.32,23.9,14.65,192,25.50,1.37,88,1.24,2141,9.4,0.00,0
0.861,0.23,14.55,14.93,1.000,0.00,0.00,472,438,4,102,8.47,-11.18,209,256.15,3.76,1.000,4.69,-6.25,15.27,46.3,14.65,192,26.00,1.37,88,1.36,2139,37.6,0.00,0
0.900,0.23,14.55,14.93,1.000,0.00,0.00,470,438,4,102,9.35,-10.91,209,272.60,18.56,1.000,4.69,-6.25,15.21,49.0,14.65,192,26.00,1.37,88,1.36,2136,37.6,0.00,0
0.944,0.35,14.54,14.93,1.000,0.00,0.00,453,637,4,102,14.95,-7.08,209,271.27,18.56,1.000,4.69,-6.25,15.16,48.2,14.65,192,26.50,1.37,88,2.62,2137,51.0,40.00,0
0.990,0.79,14.60,14.64,1.000,0.00,0.00,475,1460,4,102,31.62,-4.14,209,265.39,14.99,1.000,4.69,-6.25,15.18,45.1,14.65,192,26.50,1.37,88,2.62,2141,51.0,40.00,0
0.994,0.79,14.32,14.64,1.000,0.00,0.00,760,1566,4,102,28.83,-2.61,209,261.41,10.11,1.000,4.69,-6.25,15.16,39.6,14.65,192,26.50,1.37,88,2.62,2163,51.0,40.00,0
1.033,0.78,14.61,14.36,1.000,0.00,0.00,853,1460,4,102,30.96,-1.84,209,238.51,10.11,1.000,5.47,-6.25,15.12,35.3,14.65,192,19.50,6.92,88,2.96,2205,36.1,34.12,0
1.043,0.93,14.28,14.31,1.000,0.00,0.00,1124,1593,4,102,36.69,-1.54,209,116.05,1.81,1.000,4.69,-6.25,14.74,16.1,14.65,192,17.50,7.40,88,2.52,2312,17.3,0.00,0
1.071,0.75,14.48,14.53,1.000,0.00,0.00,1408,438,3,102,32.83,-5.14,209,0.00,-7.35,1.000,4.69,-6.25,14.41,0.0,14.65,192,19.50,4.90,88,1.96,2629,6.7,0.00,0
1.107,0.71,14.60,14.53,1.000,0.00,0.00,1320,438,3,102,29.81,-5.66,209,0.00,-5.86,1.000,4.69,-6.25,14.17,0.0,14.65,192,19.50,4.90,88,1.96,2685,6.7,0.00,0
1.116,0.61,14.61,14.64,1.000,0.00,0.00,1231,438,3,102,26.20,-6.77,209,0.00,-4.74,1.000,1.56,-6.25,14.02,0.0,14.65,192,0.00,4.05,88,1.44,2744,6.7,0.00,0
1.141,0.50,14.61,14.64,1.000,0.00,0.00,1163,438,3,102,23.37,-7.37,209,0.00,-4.74,1.000,1.56,-6.25,14.00,0.0,14.65,192,0.00,4.05,88,1.44,2788,6.7,0.00,0
1.172,0.40,14.63,14.64,1.000,0.00,0.00,1051,438,3,102,17.95,-8.68,209,0.00,-3.46,1.000,0.78,-6.25,13.71,0.0,14.65,192,-0.50,2.98,88,1.32,2816,6.7,0.00,0
1.178,0.35,14.61,14.64,1.000,0.00,0.00,998,438,3,102,16.28,-8.86,209,0.00,-2.81,1.000,-0.78,-6.25,13.68,0.0,14.65,192,-1.00,2.41,88,1.28,2821,6.7,0.00,0
1.183,0.34,14.60,14.64,1.000,0.00,0.00,983,438,3,102,15.08,-9.11,209,0.00,-2.39,1.000,-0.78,-6.25,13.64,0.0,14.65,192,-1.00,2.41,88,1.28,2821,6.7,0.00,0
1.218,0.26,14.57,14.59,1.000,0.00,0.00,861,438,3,100,11.92,-9.99,209,0.00,-1.64,1.000,-1.56,-6.25,13.86,0.0,14.65,192,-1.00,1.80,88,1.26,2793,6.7,0.00,0
1.262,0.21,14.58,14.76,1.000,0.00,0.00,756,438,3,100,9.46,-11.07,209,0.00,-0.72,1.000,0.00,-6.25,14.21,0.0,14.65,192,-1.50,1.19,88,1.18,2788,6.7,0.00,0
1.277,0.18,14.58,14.82,1.000,0.00,0.00,723,438,3,100,8.90,-11.22,209,0.00,-0.30,1.000,0.00,-6.25,14.30,0.0,14.65,192,-1.50,1.19,88,1.18,2801,6.7,0.00,0
1.302,0.18,14.58,14.87,1.000,0.00,0.00,678,438,3,100,8.41,-11.33,209,0.00,-0.19,1.000,0.78,-6.25,14.41,0.0,14.65,192,-2.00,1.19,88,1.20,2816,6.7,0.00,0
1.339,0.17,14.59,14.93,1.000,0.00,0.00,648,438,3,100,8.02,-11.46,209,0.00,-0.04,1.000,0.78,-6.25,14.48,0.0,14.65,192,-2.00,1.21,88,1.20,2842,6.7,0.00,0
1.352,0.16,14.59,14.93,1.000,0.00,0.00,629,438,3,100,7.81,-11.55,209,0.00,-0.04,1.000,0.78,-6.25,14.53,0.0,14.65,192,-2.00,1.21,88,1.20,2849,6.7,0.00,0
1.369,0.16,14.59,14.93,1.000,0.00,0.00,602,438,3,100,7.54,-11.71,209,0.00,0.12,1.000,1.56,-6.25,14.57,0.0,14.65,192,-2.50,1.21,88,1.14,2848,6.7,0.00,0
1.393,0.16,14.59,14.93,1.000,0.00,0.00,571,438,3,100,7.31,-11.82,209,0.00,0.26,1.000,1.56,-6.25,14.60,0.0,14.65,192,-2.50,1.21,88,1.14,2841,6.7,0.00,0
1.438,0.14,14.60,14.93,1.000,0.00,0.00,525,438,3,100,6.95,-11.87,209,0.00,0.41,1.000,1.56,-6.25,14.65,0.0,14.65,192,-2.50,1.21,88,1.12,2812,6.7,0.00,0
1.463,0.14,14.60,14.93,1.000,0.00,0.00,514,438,3,100,6.86,-11.80,209,0.00,0.34,1.000,1.56,-6.25,14.65,0.0,14.65,192,-3.00,1.20,88,1.16,2806,6.7,0.00,0
1.500,0.14,14.60,14.93,1.000,0.00,0.00,458,438,3,100,6.67,-11.76,209,0.00,0.22,1.000,1.56,-6.25,14.70,0.0,14.65,192,-3.00,1.19,88,1.20,2792,6.7,0.00,0
1.587,0.13,14.60,14.93,1.000,0.00,0.00,407,438,3,100,6.49,-11.99,209,0.00,0.47,1.000,1.56,-6.25,14.95,0.0,14.65,192,-3.50,1.19,88,1.20,2801,6.7,0.00,0
1.591,0.13,14.60,14.93,1.000,0.00,0.00,398,438,3,100,6.45,-12.02,209,0.00,0.55,1.000,3.12,-6.25,14.95,0.0,14.65,192,-3.50,1.19,88,1.20,2803,6.7,0.00,0
1.615,0.13,14.60,14.93,1.000,0.00,0.00,337,438,3,100,6.40,-11.91,209,0.00,0.42,1.000,2.34,-6.25,14.70,0.0,14.65,192,-4.00,1.20,88,1.18,2814,6.7,0.00,0
1.641,0.13,14.60,14.93,1.000,0.00,0.00,319,438,3,100,6.37,-11.87,209,0.00,0.39,1.000,2.34,-6.25,14.62,0.0,14.65,192,-4.00,1.20,88,1.18,2815,6.7,0.00,0
1.655,0.13,14.60,14.93,1.000,0.00,0.00,301,438,3,100,6.33,-11.87,209,0.00,0.39,1.000,1.56,-6.25,14.40,0.0,14.65,192,-4.00,1.20,88,1.20,2803,6.7,0.00,0
1.678,0.13,14.60,14.93,1.000,0.00,0.00,287,438,3,100,6.30,-11.96,209,0.00,0.48,1.000,1.56,-6.25,14.32,0.0,14.65,192,-4.00,1.20,88,1.20,2802,6.7,0.00,0
1.693,0.13,14.60,14.93,1.000,0.00,0.00,286,438,3,100,6.26,-11.97,209,0.00,0.48,1.000,0.78,-6.25,14.33,0.0,14.65,192,-4.00,1.19,88,1.18,2793,6.7,0.00,0
1.717,0.13,14.60,14.93,1.000,0.00,0.00,266,438,3,100,6.22,-12.05,209,0.00,0.48,1.000,0.78,-6.25,14.30,0.0,14.65,192,-4.00,1.19,88,1.18,2786,6.7,0.00,0
1.732,0.13,14.60,14.93,1.000,0.00,0.00,274,438,3,100,6.16,-12.07,209,0.00,0.61,1.000,0.78,-6.25,14.30,0.0,14.65,192,-4.00,1.19,88,1.18,2779,6.7,0.00,0
1.777,0.13,14.60,14.93,1.000,0.00,0.00,265,438,3,100,6.12,-11.94,209,0.00,0.50,1.000,0.78,-6.25,14.29,0.0,14.65,192,-4.00,1.19,88,1.18,2779,6.7,0.00,0
1.786,0.13,14.60,14.93,1.000,0.00,0.00,278,438,3,100,6.09,-11.88,209,0.00,0.39,1.000,0.00,-6.25,14.31,0.0,14.65,192,-4.00,1.19,88,1.18,2782,6.7,0.00,0
1.825,0.13,14.60,14.93,1.000,0.00,0.00,272,438,3,100,6.07,-11.85,209,0.00,0.36,1.000,0.00,-6.25,14.30,0.0,14.65,192,-4.00,1.19,88,1.18,2779,6.7,0.00,0
1.855,0.13,14.60,14.93,1.000,0.00,0.00,272,438,3,100,6.05,-11.90,209,0.00,0.36,1.000,0.00,-6.25,14.32,0.0,14.65,192,-4.00,1.19,88,1.20,2783,6.7,0.00,0
1.882,0.13,14.60,14.99,1.000,0.00,0.00,278,438,3,100,6.03,-12.00,209,0.00,0.46,1.000,0.00,-6.25,14.36,0.0,14.65,192,-4.00,1.19,88,1.20,2786,6.7,0.00,0
1.891,0.13,14.60,14.99,1.000,0.00,0.00,291,438,3,100,6.01,-12.09,209,0.00,0.51,1.000,0.00,-6.25,14.41,0.0,14.65,192,-4.00,1.19,88,1.16,2787,6.7,0.00,0
1.896,0.12,14.60,14.99,1.000,0.00,0.00,301,438,3,100,5.97,-12.09,209,0.00,0.64,1.000,0.00,-6.25,14.35,0.0,14.65,192,-4.00,1.19,88,1.16,2783,6.7,0.00,0
1.947,0.12,14.60,14.99,1.000,0.00,0.00,309,438,3,100,5.95,-12.03,209,0.00,0.54,1.000,0.00,-6.25,14.30,0.0,14.65,192,-4.00,1.19,88,1.20,2783,6.7,0.00,0
1.961,0.12,14.60,14.99,1.000,0.00,0.00,328,438,3,100,5.90,-11.89,209,0.00,0.39,1.000,0.00,-6.25,14.16,0.0,14.65,192,-4.00,1.18,88,1.18,2768,6.7,0.00,0
1.975,0.12,14.60,14.99,1.000,0.00,0.00,334,438,3,100,5.89,-11.95,209,0.00,0.39,1.000,0.00,-6.25,14.17,0.0,14.65,192,-4.00,1.18,88,1.18,2765,6.7,0.00,0
2.006,0.12,14.60,14.99,1.000,0.00,0.00,338,438,3,100,5.85,-12.10,209,0.00,0.60,1.000,0.00,-6.25,14.07,0.0,14.65,192,-4.00,1.18,88,1.16,2761,6.7,0.00,0
2.024,0.12,14.60,14.99,1.000,0.00,0.00,340,438,3,100,5.84,-12.02,209,0.00,0.60,1.000,0.00,-6.25,14.06,0.0,14.65,192,-4.00,1.18,88,1.16,2758,6.7,0.00,0
2.040,0.12,14.60,14.99,1.000,0.00,0.00,348,438,3,100,5.83,-11.95,209,0.00,0.52,1.000,0.00,-6.25,14.07,0.0,14.65,192,-4.00,1.18,88,1.16,2761,6.7,0.00,0
2.054,0.12,14.60,14.99,1.000,0.00,0.00,343,438,3,100,5.82,-11.83,209,0.00,0.39,1.000,0.00,-6.25,14.09,0.0,14.65,192,17.00,1.18,88,1.18,2766,6.7,0.00,0
2.118,0.12,14.60,14.99,1.000,0.00,0.00,368,438,3,100,5.79,-12.08,209,0.00,0.48,1.000,0.00,-6.25,14.45,0.0,14.65,192,17.00,1.19,88,1.20,2776,6.7,0.00,0
2.154,0.12,14.60,14.99,1.000,0.00,0.00,370,438,3,100,5.74,-12.04,209,0.00,0.54,1.000,0.00,-6.25,14.00,0.0,14.65,192,17.00,1.18,88,1.14,2744,6.7,0.00,0
2.175,0.12,14.60,14.99,1.000,0.00,0.00,370,438,3,100,5.72,-11.94,209,0.00,0.54,1.000,0.00,-6.25,14.03,0.0,14.65,192,17.00,1.17,88,1.18,2738,6.7,0.00,0
2.190,0.12,14.60,14.99,1.000,0.00,0.00,376,438,3,100,5.70,-12.00,209,0.00,0.50,1.000,0.00,-6.25,14.00,0.0,14.65,192,17.00,1.17,88,1.18,2726,6.7,0.00,0
2.208,0.12,14.60,14.99,1.000,0.00,0.00,382,438,3,100,5.69,-12.06,209,0.00,0.55,1.000,0.00,-6.25,14.04,0.0,14.65,192,17.00,1.16,88,1.16,2728,6.7,0.00,0
2.224,0.12,14.60,14.99,1.000,0.00,0.00,373,438,3,100,5.69,-12.18,209,0.00,0.55,1.000,0.00,-6.25,14.09,0.0,14.65,192,17.00,1.16,88,1.16,2730,6.7,0.00,0
2.244,0.12,14.60,14.99,1.000,0.00,0.00,376,438,3,100,5.68,-12.21,209,0.00,0.67,1.000,0.00,-6.25,14.13,0.0,14.65,192,17.00,1.17,88,1.16,2731,6.7,0.00,0
2.260,0.12,14.60,14.99,1.000,0.00,0.00,380,438,3,100,5.68,-12.06,209,0.00,0.68,1.000,0.00,-6.25,14.17,0.0,14.65,192,17.00,1.17,88,1.16,2743,6.7,0.00,0
2.288,0.12,14.60,14.99,1.000,0.00,0.00,383,438,3,100,5.67,-11.99,209,0.00,0.49,1.000,0.00,-6.25,14.24,0.0,14.65,192,17.00,1.17,88,1.22,2753,6.7,0.00,0
2.302,0.12,14.60,14.99,1.000,0.00,0.00,400,438,3,100,5.66,-12.04,209,0.00,0.49,1.000,0.00,-6.25,14.31,0.0,14.65,192,17.00,1.17,88,1.22,2759,6.7,0.00,0
2.327,0.12,14.60,14.99,1.000,0.00,0.00,391,438,3,100,5.65,-12.11,209,0.00,0.60,1.000,0.00,-6.25,14.36,0.0,14.65,192,17.00,1.18,88,1.16,2762,6.7,0.00,0
2.348,0.12,14.60,14.99,1.000,0.00,0.00,390,438,3,100,5.63,-12.19,209,0.00,0.62,1.000,0.00,-6.25,14.43,0.0,14.65,192,17.00,1.18,88,1.16,2761,6.7,0.00,0
2.372,0.12,14.60,14.99,1.000,0.00,0.00,392,438,3,100,5.62,-12.19,209,0.00,0.69,1.000,0.00,-6.25,14.55,0.0,14.65,192,17.00,1.17,88,1.16,2743,6.7,0.00,0
2.392,0.12,14.60,14.99,1.000,0.00,0.00,394,438,3,100,5.61,-12.04,209,0.00,0.69,1.000,0.00,-6.25,14.58,0.0,14.65,192,17.00,1.17,88,1.16,2739,6.7,0.00,0
2.406,0.12,14.60,14.99,1.000,0.00,0.00,389,438,3,100,5.60,-11.96,209,0.00,0.54,1.000,0.00,-6.25,14.68,0.0,14.65,192,17.00,1.17,88,1.20,2732,6.7,0.00,0
2.430,0.12,14.60,14.99,1.000,0.00,0.00,403,438,3,100,5.58,-12.02,209,0.00,0.43,1.000,0.00,-6.25,14.74,0.0,14.65,192,17.00,1.17,88,1.20,2724,6.7,0.00,0
2.444,0.12,14.60,14.99,1.000,0.00,0.00,391,438,3,100,5.55,-12.14,209,0.00,0.58,1.000,0.00,-6.25,14.94,0.0,14.65,192,17.00,1.16,88,1.16,2722,6.7,0.00,0
2.462,0.12,14.60,14.99,1.000,0.00,0.00,393,438,3,100,5.54,-12.19,209,0.00,0.58,1.000,0.00,-6.25,15.17,0.0,14.65,192,17.00,1.16,88,1.16,2723,6.7,0.00,0
2.499,0.12,14.60,14.99,1.000,0.00,0.00,396,438,3,100,5.52,-12.06,209,0.00,0.60,1.000,0.00,-6.25,15.52,0.0,14.65,192,17.00,1.16,88,1.18,2729,6.7,0.00,0
2.520,0.12,14.60,14.99,1.000,0.00,0.00,395,438,3,100,5.51,-11.98,209,0.00,0.48,1.000,0.00,-6.25,15.76,0.0,14.65,192,17.00,1.16,88,1.18,2735,6.7,0.00,0
2.534,0.12,14.60,14.99,1.000,0.00,0.00,398,438,3,100,5.50,-12.07,209,0.00,0.55,1.000,0.00,-6.25,15.95,0.0,14.65,192,17.00,1.17,88,1.18,2735,6.7,0.00,0
2.566,0.12,14.60,14.99,1.000,0.00,0.00,407,438,3,100,5.49,-12.07,209,0.00,0.57,1.000,0.00,-6.25,16.14,0.0,14.65,192,17.00,1.17,88,1.16,2732,6.7,0.00,0
2.578,0.12,14.60,14.99,1.000,0.00,0.00,400,438,3,100,5.49,-12.19,209,0.00,0.63,1.000,0.00,-6.25,16.43,0.0,14.65,192,17.00,1.17,88,1.16,2728,6.7,0.00,0
2.597,0.12,14.60,14.99,1.000,0.00,0.00,406,438,3,100,5.49,-12.08,209,0.00,0.66,1.000,0.00,-6.25,16.53,0.0,14.65,192,17.00,1.17,88,1.16,2724,6.7,0.00,0
2.611,0.12,14.60,14.99,1.000,0.00,0.00,398,438,3,100,5.49,-11.94,209,0.00,0.49,1.000,0.00,-6.25,16.79,0.0,14.65,192,17.00,1.16,88,1.18,2718,6.7,0.00,0
2.637,0.12,14.60,13.59,1.000,0.00,0.00,408,438,3,100,5.49,-11.91,209,0.00,0.40,1.000,0.00,-6.25,16.97,0.0,14.65,192,17.00,1.16,88,1.18,2711,6.7,0.00,0
2.659,0.12,14.60,13.59,1.000,0.00,0.00,400,438,3,100,5.49,-12.03,209,0.00,0.47,1.000,0.00,-6.25,17.41,0.0,14.65,192,17.00,1.16,88,1.20,2708,6.7,0.00,0
2.684,0.12,14.60,13.59,1.000,0.00,0.00,408,438,3,100,5.50,-12.16,209,0.00,0.55,1.000,0.00,-6.25,17.59,0.0,14.65,192,17.00,1.15,88,1.18,2710,6.7,0.00,0
2.705,0.12,14.60,13.59,1.000,0.00,0.00,408,438,3,100,5.51,-12.11,209,0.00,0.65,1.000,0.00,-6.25,17.97,0.0,14.65,192,17.00,1.15,88,1.18,2711,6.7,0.00,0
2.734,0.12,14.60,13.54,1.000,0.00,0.00,405,438,3,100,5.51,-11.96,209,0.00,0.50,1.000,0.00,-6.25,18.39,0.0,14.65,192,17.00,1.16,88,1.20,2704,6.7,0.00,0
2.742,0.12,14.60,13.54,1.000,0.00,0.00,409,438,3,100,5.51,-11.97,209,0.00,0.42,1.000,0.00,-6.25,18.65,0.0,14.65,192,17.00,1.16,88,1.20,2708,6.7,0.00,0
2.772,0.12,14.60,13.54,1.000,0.00,0.00,409,438,3,100,5.52,-12.01,209,0.00,0.50,1.000,0.00,-6.25,18.97,0.0,14.65,192,17.00,1.16,88,1.20,2709,6.7,0.00,0
2.781,0.12,14.60,13.54,1.000,0.00,0.00,409,438,3,100,5.52,-12.06,209,0.00,0.51,1.000,0.00,-6.25,19.15,0.0,14.65,192,17.00,1.16,88,1.20,2709,6.7,0.00,0
2.796,0.12,14.60,13.54,1.000,0.00,0.00,409,438,3,100,5.53,-12.10,209,0.00,0.61,1.000,0.00,-6.25,19.37,0.0,14.65,192,17.00,1.16,88,1.20,2706,6.7,0.00,0
2.822,0.12,14.60,13.49,1.000,0.00,0.00,409,438,3,100,5.53,-12.01,209,0.00,0.50,1.000,0.00,-6.25,19.86,0.0,14.65,192,17.00,1.15,88,1.20,2709,6.7,0.00,0
2.851,0.12,14.60,13.49,1.000,0.00,0.00,414,438,3,100,5.51,-11.92,209,0.00,0.37,1.000,0.00,-6.25,20.40,0.0,14.65,192,17.00,1.15,88,1.20,2698,6.7,0.00,0
