Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
0.210,0.37,14.63,14.42,1.000,0.00,0.00,488,664,0,109,5.45,-8.17,208,86.20,5.59,1.000,2.34,-3.91,14.64,16.5,14.79,196,10.50,0.86,97,1.52,819,11.8,0.00,0
0.236,0.41,14.63,14.36,1.000,0.00,0.00,499,783,0,109,5.80,-8.17,208,87.59,5.67,1.000,2.34,-3.91,14.64,16.9,14.79,196,12.00,1.06,97,1.66,826,12.5,0.00,0
0.269,0.43,14.63,14.36,1.000,0.00,0.00,479,783,0,109,6.32,-7.52,208,89.85,5.08,1.000,2.34,-3.91,14.62,17.6,14.79,196,12.00,1.06,97,1.66,848,12.5,0.00,0
0.278,0.47,14.63,14.36,1.000,0.00,0.00,599,836,0,109,6.60,-7.52,208,90.14,5.13,1.000,2.34,-3.91,14.62,18.0,14.79,196,12.00,1.06,97,1.66,848,12.5,0.00,0
0.285,0.48,14.63,14.42,1.000,0.00,0.00,596,902,0,109,7.35,-6.87,208,93.26,4.56,1.000,2.34,-3.91,14.64,18.0,14.79,196,13.00,1.09,97,1.70,881,13.3,0.00,0
0.343,0.52,14.63,14.42,1.000,0.00,0.00,689,1048,0,109,8.63,-5.77,208,98.16,4.17,1.000,2.34,-3.91,14.63,18.4,14.79,196,13.50,1.16,97,1.74,942,13.7,0.00,0
0.369,0.56,14.63,14.42,1.000,0.00,0.00,830,1101,0,109,9.16,-5.30,208,99.19,3.74,1.000,2.34,-3.91,14.61,18.4,14.79,196,13.00,1.22,97,1.80,957,14.5,0.00,0
0.414,0.61,14.63,14.59,1.000,0.00,0.00,943,1181,0,109,10.79,-4.90,208,105.11,3.11,1.000,2.34,-3.91,14.60,18.4,14.79,196,13.00,1.28,97,1.82,1039,15.3,0.00,0
0.447,0.61,14.63,14.59,1.000,0.00,0.00,1061,1234,0,109,10.97,-4.55,208,107.08,2.80,1.000,2.34,-3.91,14.58,18.4,14.79,196,13.00,1.28,97,1.82,1071,15.3,0.00,0
0.458,0.65,14.63,14.64,1.000,0.00,0.00,1010,1301,0,109,11.93,-4.20,208,108.18,2.98,1.000,2.34,-3.91,14.55,18.4,14.79,196,14.00,1.37,97,1.84,1086,16.1,0.00,0
0.498,0.66,14.63,14.64,1.000,0.00,0.00,1111,1301,0,109,12.86,-4.20,208,111.49,2.76,1.000,1.56,-3.91,14.56,18.4,14.79,196,13.50,1.46,97,1.86,1137,16.9,0.00,0
0.525,0.69,14.63,14.64,1.000,0.00,0.00,1090,1301,0,109,13.59,-3.93,208,114.99,2.73,1.000,1.56,-3.91,14.64,18.4,14.79,196,13.50,1.46,97,1.86,1189,16.9,0.00,0
0.534,0.70,14.63,14.64,1.000,0.00,0.00,1139,1354,0,109,14.01,-3.88,208,114.70,2.74,1.000,1.56,-3.91,14.73,18.0,14.79,196,13.50,1.46,97,1.86,1189,16.9,0.00,0
0.539,0.71,14.63,14.64,1.000,0.00,0.00,1184,1354,0,109,14.84,-3.68,208,117.24,2.74,1.000,2.34,-3.91,14.86,18.0,14.79,196,13.00,1.58,97,1.88,1238,17.3,0.00,0
0.566,0.71,14.63,14.64,1.000,0.00,0.00,1222,1354,0,109,15.83,-3.52,208,118.65,2.67,1.000,2.34,-3.91,15.06,17.3,14.79,196,13.00,1.58,97,1.88,1292,17.3,0.00,0
0.592,0.72,14.63,14.64,1.000,0.00,0.00,1331,1354,0,109,16.61,-3.52,208,118.46,2.67,1.000,3.91,-3.91,15.35,16.5,14.79,196,14.00,1.69,97,1.90,1337,17.3,0.00,0
0.624,0.75,14.63,14.64,1.000,0.00,0.00,1367,1407,0,109,18.26,-3.34,208,118.55,2.16,1.000,5.47,-3.91,15.82,15.3,14.79,196,16.00,1.78,97,1.90,1442,16.9,0.00,0
0.630,0.75,14.63,14.64,1.000,0.00,0.00,1350,1407,0,109,18.94,-3.39,208,119.88,2.19,1.000,5.47,-3.91,15.88,15.3,14.79,196,16.00,1.78,97,1.90,1492,16.9,0.00,0
0.646,0.75,14.63,14.64,1.000,0.00,0.00,1359,1407,0,109,19.52,-3.46,208,120.91,2.28,1.000,6.25,-3.91,16.00,15.3,14.79,196,16.50,1.91,97,1.90,1538,17.3,0.00,0
0.668,0.72,14.63,14.64,1.000,0.00,0.00,1453,1407,0,109,20.20,-3.38,208,122.09,2.33,1.000,6.25,-3.91,15.93,14.9,14.79,196,16.50,1.91,97,1.90,1588,17.3,0.00,0
0.693,0.75,14.63,14.64,1.000,0.00,0.00,1456,1407,0,109,21.30,-3.64,208,118.34,2.06,1.000,7.03,-3.91,15.76,14.5,14.79,196,18.00,2.41,97,1.94,1674,17.6,0.00,0
0.707,0.75,14.63,14.64,1.000,0.00,0.00,1484,1407,0,109,21.63,-3.66,208,117.88,2.08,1.000,7.03,-3.91,15.69,14.5,14.79,196,17.00,2.54,97,1.94,1700,17.3,0.00,0
0.763,0.74,14.63,14.64,1.000,0.00,0.00,1438,1407,0,109,22.63,-4.04,208,117.53,1.98,1.000,6.25,-3.91,15.27,14.9,14.79,196,18.50,2.28,97,1.94,1820,16.9,0.00,0
0.778,0.74,14.63,14.64,1.000,0.00,0.00,1451,1407,0,109,22.88,-4.22,208,117.90,2.05,1.000,6.25,-3.91,15.28,14.9,14.79,196,18.50,2.28,97,1.94,1862,16.9,0.00,0
0.808,0.72,14.63,14.64,1.000,0.00,0.00,1480,1407,0,109,23.26,-4.29,208,118.43,2.25,1.000,6.25,-3.91,15.04,15.3,14.79,196,19.00,2.38,97,1.94,1894,16.9,0.00,0
0.823,0.72,14.63,14.64,1.000,0.00,0.00,1513,1407,0,109,23.33,-4.28,208,118.93,2.19,1.000,6.25,-3.91,14.85,15.7,14.79,196,19.00,2.38,97,1.94,1913,16.9,0.00,0
0.859,0.72,14.63,14.64,1.000,0.00,0.00,1511,1407,0,109,23.40,-4.26,208,120.88,2.27,1.000,4.69,-3.91,14.79,15.7,14.79,196,18.50,2.45,97,1.96,1921,17.3,0.00,0
0.894,0.72,14.63,14.64,1.000,0.00,0.00,1541,1407,0,109,23.58,-4.39,208,120.91,2.27,1.000,4.69,-3.91,14.73,15.7,14.79,196,18.50,2.45,97,1.96,1940,17.3,0.00,0
0.922,0.72,14.63,14.64,1.000,0.00,0.00,1539,1407,0,109,23.65,-4.45,208,120.75,2.38,1.000,4.69,-3.91,14.67,16.1,14.79,196,19.50,2.49,97,1.98,1960,17.3,0.00,0
0.975,0.72,14.63,14.64,1.000,0.00,0.00,1548,1407,0,109,23.72,-4.52,208,120.96,2.38,1.000,4.69,-3.91,14.60,16.1,14.79,196,19.50,2.49,97,1.98,1960,17.3,0.00,0
0.979,0.72,14.63,14.64,1.000,0.00,0.00,1544,1407,0,109,23.78,-4.57,208,120.84,2.47,1.000,3.91,-3.91,14.50,16.1,14.79,196,19.50,2.51,97,2.00,1967,17.3,0.00,0
0.997,0.72,14.63,14.64,1.000,0.00,0.00,1459,1407,0,109,23.82,-4.43,208,120.83,2.47,1.000,3.91,-3.91,14.48,16.1,14.79,196,19.50,2.52,97,2.00,1968,17.3,0.00,0
1.033,0.72,14.63,14.64,1.000,0.00,0.00,1479,1407,0,109,23.80,-4.42,208,121.20,2.33,1.000,3.91,-3.91,14.45,16.1,14.79,196,19.50,2.52,97,2.00,1965,17.3,0.00,0
1.038,0.72,14.63,14.64,1.000,0.00,0.00,1467,1407,0,109,23.70,-4.45,208,121.70,2.42,1.000,3.12,-3.91,14.33,16.1,14.79,196,19.50,2.51,97,2.02,1958,17.3,0.00,0
1.075,0.72,14.63,14.64,1.000,0.00,0.00,1463,1407,0,109,23.67,-4.49,208,122.18,2.42,1.000,3.12,-3.91,14.32,16.1,14.79,196,19.50,2.51,97,2.02,1946,17.3,0.00,0
1.114,0.72,14.63,14.64,1.000,0.00,0.00,1460,1407,0,109,23.57,-4.42,208,123.46,2.54,1.000,2.34,-3.91,14.32,16.5,14.79,196,18.50,2.49,97,2.02,1943,17.6,0.00,0
1.118,0.74,14.63,14.64,1.000,0.00,0.00,1531,1407,0,108,23.77,-4.17,208,126.16,2.50,1.000,2.34,-3.91,14.24,16.9,14.79,196,18.50,2.47,97,2.04,1911,18.0,0.00,0
1.133,0.74,14.63,14.64,1.000,0.00,0.00,1506,1407,0,108,23.71,-4.11,208,126.24,2.53,1.000,2.34,-3.91,14.21,16.9,14.79,196,18.50,2.47,97,2.04,1905,18.0,0.00,0
1.174,0.75,14.63,14.64,1.000,0.00,0.00,1503,1407,0,108,23.48,-3.85,208,128.01,2.40,1.000,1.56,-3.91,14.28,16.9,14.79,196,18.00,2.39,97,2.04,1865,18.0,0.00,0
1.179,0.75,14.63,14.64,1.000,0.00,0.00,1443,1407,0,108,23.57,-3.87,208,128.53,2.51,1.000,1.56,-3.91,14.29,16.9,14.79,196,18.00,2.39,97,2.04,1857,18.0,0.00,0
1.199,0.76,14.63,14.64,1.000,0.00,0.00,1446,1407,0,108,23.31,-3.73,208,130.49,2.54,1.000,1.56,-3.91,14.37,17.3,14.79,196,17.50,2.36,97,2.04,1824,18.4,0.00,0
1.224,0.76,14.63,14.64,1.000,0.00,0.00,1452,1407,0,108,23.36,-3.62,208,132.11,2.71,1.000,1.56,-3.91,14.38,17.6,14.79,196,17.50,2.36,97,2.04,1814,18.4,0.00,0
1.240,0.78,14.63,14.64,1.000,0.00,0.00,1441,1407,0,108,23.31,-3.60,208,131.96,2.64,1.000,1.56,-3.91,14.40,17.3,14.79,196,17.50,2.32,97,2.06,1799,18.8,0.00,0
1.270,0.78,14.63,14.64,1.000,0.00,0.00,1477,1407,0,108,23.43,-3.48,208,131.34,2.53,1.000,1.56,-3.91,14.43,17.3,14.79,196,17.50,2.32,97,2.06,1791,18.8,0.00,0
1.301,0.79,14.63,14.64,1.000,0.00,0.00,1472,1460,0,108,23.40,-3.34,208,129.01,2.53,1.000,1.56,-3.91,14.49,16.9,14.79,196,17.00,2.29,97,2.08,1782,18.4,0.00,0
1.327,0.79,14.60,14.64,1.000,0.00,0.00,1418,1460,0,108,23.46,-3.36,208,126.20,2.25,1.000,1.56,-3.91,14.53,15.7,14.79,196,17.00,2.29,97,2.08,1771,18.4,0.00,0
1.333,0.79,14.60,14.64,1.000,0.00,0.00,1498,1460,0,108,23.33,-3.19,208,119.68,1.65,1.000,2.34,-3.91,14.54,14.9,14.79,196,17.00,2.27,97,2.06,1757,17.3,0.00,0
1.348,0.79,14.60,14.64,1.000,0.00,0.00,1456,1460,0,108,23.17,-3.43,208,118.49,1.66,1.000,2.34,-3.91,14.60,14.9,14.79,196,17.00,2.27,97,2.06,1746,17.3,0.00,0
1.397,0.78,14.63,14.64,1.000,0.00,0.00,1526,1460,0,108,22.30,-3.37,208,112.30,1.59,1.000,2.34,-3.91,14.65,13.7,14.79,196,17.50,2.20,97,1.98,1713,16.9,0.00,0
1.434,0.78,14.63,14.64,1.000,0.00,0.00,1465,1460,0,108,22.02,-3.52,208,103.33,1.27,1.000,2.34,-3.91,14.73,11.8,14.79,196,17.50,2.20,97,1.98,1697,16.9,0.00,0
1.448,0.76,14.63,14.64,1.000,0.00,0.00,1496,1460,0,108,21.58,-3.65,208,91.70,0.35,1.000,3.12,-3.91,14.75,9.8,14.79,196,17.00,2.17,97,1.96,1680,14.9,0.00,0
1.473,0.76,14.63,14.64,1.000,0.00,0.00,1510,1460,0,108,21.04,-3.61,208,86.40,-0.14,1.000,3.12,-3.91,14.78,9.4,14.79,196,17.00,2.12,97,1.84,1656,13.7,0.00,0
1.489,0.74,14.63,14.64,1.000,0.00,0.00,1513,1407,0,108,20.23,-4.07,208,86.90,-0.30,1.000,3.12,-3.91,15.01,9.4,14.79,196,17.00,2.12,97,1.84,1633,13.7,0.00,0
1.505,0.74,14.63,14.64,1.000,0.00,0.00,1449,1407,0,108,19.80,-4.06,208,87.14,0.34,1.000,4.69,-3.91,15.05,9.4,14.79,196,18.00,2.08,97,1.74,1622,13.7,0.00,0
1.533,0.72,14.63,14.64,1.000,0.00,0.00,1451,1407,0,108,19.27,-4.30,208,87.61,0.64,1.000,4.69,-3.91,15.05,9.4,14.79,196,18.00,2.08,97,1.74,1600,13.7,0.00,0
1.553,0.71,14.63,14.64,1.000,0.00,0.00,1445,1407,0,108,18.68,-4.44,208,89.45,0.91,1.000,4.69,-3.91,15.04,9.4,14.79,196,18.00,2.01,97,1.80,1573,14.1,0.00,0
1.581,0.70,14.63,14.64,1.000,0.00,0.00,1433,1407,0,108,18.23,-4.44,208,90.49,1.09,1.000,4.69,-3.91,15.07,9.4,14.79,196,18.00,2.01,97,1.80,1548,14.1,0.00,0
1.640,0.71,14.63,14.64,1.000,0.00,0.00,1414,1354,1,108,17.87,-4.42,208,91.40,1.23,1.000,4.69,-3.91,15.05,9.8,14.79,196,18.50,1.95,97,1.80,1495,14.1,0.00,0
1.665,0.71,14.63,14.64,1.000,0.00,0.00,1435,1354,1,108,17.17,-4.41,208,95.15,1.52,1.000,4.69,-3.91,15.04,9.8,14.79,196,17.50,1.88,97,1.78,1471,14.5,0.00,0
1.670,0.71,14.63,14.64,1.000,0.00,0.00,1425,1354,1,108,16.81,-4.39,208,95.88,1.57,1.000,4.69,-3.91,15.05,10.2,14.79,196,17.50,1.88,97,1.78,1442,14.5,0.00,0
1.708,0.70,14.63,14.64,1.000,0.00,0.00,1364,1354,1,108,16.88,-4.30,208,95.88,1.57,1.000,4.69,-3.91,14.99,10.2,14.79,196,17.50,1.88,97,1.78,1442,14.5,0.00,0
1.742,0.71,14.63,14.64,1.000,0.00,0.00,1384,1354,1,108,16.62,-4.18,208,96.60,1.53,1.000,4.69,-3.91,14.95,10.2,14.79,196,17.00,1.82,97,1.82,1395,14.5,0.00,0
1.747,0.70,14.63,14.64,1.000,0.00,0.00,1370,1354,1,108,16.35,-4.03,208,96.64,1.59,1.000,4.69,-3.91,14.96,10.2,14.79,196,17.00,1.82,97,1.82,1386,14.5,0.00,0
1.776,0.71,14.63,14.64,1.000,0.00,0.00,1330,1354,1,108,15.88,-3.91,208,97.70,1.53,1.000,4.69,-3.91,14.94,10.6,14.79,196,16.00,1.75,97,1.82,1337,14.5,0.00,0
1.781,0.71,14.63,14.64,1.000,0.00,0.00,1360,1354,1,108,15.82,-3.85,208,97.71,1.49,1.000,4.69,-3.91,14.88,10.6,14.79,196,16.00,1.75,97,1.82,1327,14.5,0.00,0
1.833,0.72,14.63,14.64,1.000,0.00,0.00,1385,1354,1,108,15.35,-3.58,208,97.46,1.37,1.000,4.69,-3.91,14.75,10.2,14.79,196,15.00,1.64,97,1.80,1266,14.5,0.00,0
1.839,0.72,14.63,14.64,1.000,0.00,0.00,1385,1354,1,108,15.28,-3.58,208,97.33,1.26,1.000,4.69,-3.91,14.74,10.2,14.79,196,15.00,1.64,97,1.80,1257,14.5,0.00,0
1.870,0.74,14.63,14.64,1.000,0.00,0.00,1391,1354,1,108,15.09,-3.50,208,97.24,1.18,1.000,4.69,-3.91,14.71,10.2,14.79,196,14.50,1.59,97,1.80,1234,14.5,0.00,0
1.887,0.74,14.63,14.64,1.000,0.00,0.00,1355,1354,1,108,15.06,-3.32,208,97.12,1.16,1.000,3.91,-3.91,14.61,10.2,14.79,196,14.00,1.56,97,1.80,1222,14.5,0.00,0
1.904,0.74,14.63,14.64,1.000,0.00,0.00,1371,1354,1,108,15.08,-3.22,208,97.01,1.06,1.000,3.91,-3.91,14.59,10.2,14.79,196,14.00,1.56,97,1.80,1225,14.5,0.00,0
1.920,0.74,14.63,14.64,1.000,0.00,0.00,1393,1354,1,108,15.31,-3.22,208,97.10,0.94,1.000,3.91,-3.91,14.60,10.2,14.79,196,13.50,1.57,97,1.78,1229,14.5,0.00,0
1.967,0.72,14.63,14.64,1.000,0.00,0.00,1364,1354,1,108,15.34,-3.19,208,97.35,0.90,1.000,3.91,-3.91,14.60,10.2,14.79,196,13.50,1.57,97,1.78,1250,14.5,0.00,0
1.976,0.74,14.63,14.64,1.000,0.00,0.00,1328,1407,1,108,15.65,-3.19,208,97.18,0.87,1.000,3.91,-3.91,14.60,10.2,14.79,196,13.50,1.57,97,1.78,1271,14.5,0.00,0
2.009,0.74,14.63,14.64,1.000,0.00,0.00,1377,1407,1,108,16.59,-3.20,208,96.89,0.80,1.000,3.91,-3.91,14.62,10.2,14.79,196,13.50,1.63,97,1.78,1320,14.5,0.00,0
2.014,0.72,14.63,14.64,1.000,0.00,0.00,1417,1407,1,108,16.58,-3.20,208,96.89,0.74,1.000,3.91,-3.91,14.66,10.2,14.79,196,14.50,1.69,97,1.78,1365,14.5,0.00,0
2.019,0.75,14.63,14.64,1.000,0.00,0.00,1346,1407,1,108,17.15,-3.23,208,96.47,0.64,1.000,3.91,-3.91,14.74,10.2,14.79,196,14.50,1.69,97,1.78,1365,14.5,0.00,0
2.052,0.75,14.63,14.64,1.000,0.00,0.00,1398,1407,1,108,17.64,-3.23,208,96.56,0.61,1.000,3.91,-3.91,14.78,10.2,14.79,196,14.50,1.69,97,1.78,1401,14.5,0.00,0
2.082,0.74,14.63,14.64,1.000,0.00,0.00,1395,1407,1,106,18.28,-3.43,208,96.31,0.62,1.000,4.69,-3.91,15.01,10.2,14.79,196,15.00,1.79,97,1.80,1460,14.5,0.00,0
2.089,0.72,14.63,14.64,1.000,0.00,0.00,1429,1407,1,106,18.66,-3.51,208,96.76,0.69,1.000,5.47,-3.91,15.11,10.2,14.79,196,16.00,1.88,97,1.80,1495,14.5,0.00,0
2.102,0.72,14.63,14.64,1.000,0.00,0.00,1435,1407,1,106,18.93,-3.59,208,97.30,0.74,1.000,5.47,-3.91,15.26,10.6,14.79,196,16.00,1.88,97,1.80,1522,14.5,0.00,0
2.124,0.74,14.63,14.64,1.000,0.00,0.00,1414,1407,1,106,19.07,-3.65,208,96.95,0.82,1.000,6.25,-3.91,15.20,10.2,14.79,196,17.00,1.95,97,1.82,1540,14.9,0.00,0
2.140,0.74,14.63,14.64,1.000,0.00,0.00,1421,1407,1,106,19.09,-3.77,208,96.59,0.85,1.000,6.25,-3.91,15.24,10.2,14.79,196,17.00,1.98,97,1.86,1548,14.9,0.00,0
2.163,0.74,14.63,14.64,1.000,0.00,0.00,1368,1407,1,106,19.18,-3.87,208,96.56,0.88,1.000,6.25,-3.91,15.31,10.2,14.79,196,17.00,1.98,97,1.86,1559,14.9,0.00,0
2.180,0.72,14.63,14.64,1.000,0.00,0.00,1377,1407,1,106,19.12,-3.87,208,95.58,0.90,1.000,6.25,-3.91,15.33,10.2,14.79,196,17.00,1.98,97,1.86,1561,14.9,0.00,0
2.203,0.72,14.63,14.64,1.000,0.00,0.00,1444,1407,1,106,19.09,-3.87,208,95.24,0.88,1.000,7.03,-3.91,15.39,10.2,14.79,196,18.00,2.00,97,1.84,1562,14.5,0.00,0
2.220,0.72,14.63,14.64,1.000,0.00,0.00,1428,1407,1,106,19.01,-3.95,208,94.58,0.86,1.000,7.03,-3.91,15.30,9.8,14.79,196,18.00,2.00,97,1.84,1560,14.5,0.00,0
2.250,0.72,14.63,14.64,1.000,0.00,0.00,1393,1407,1,106,18.96,-4.04,208,94.58,0.92,1.000,7.03,-3.91,15.23,9.8,14.79,196,18.00,2.00,97,1.84,1560,14.5,0.00,0
2.262,0.72,14.63,14.64,1.000,0.00,0.00,1385,1407,1,106,18.83,-4.11,208,92.81,0.94,1.000,7.03,-3.91,15.20,9.8,14.79,196,17.50,2.00,97,1.82,1559,14.1,0.00,0
2.289,0.71,14.63,14.64,1.000,0.00,0.00,1392,1407,1,106,18.72,-4.15,208,91.95,0.96,1.000,7.03,-3.91,15.14,9.8,14.79,196,17.50,2.00,97,1.82,1557,14.1,0.00,0
2.299,0.71,14.63,14.64,1.000,0.00,0.00,1436,1407,1,106,18.76,-4.17,208,91.09,0.90,1.000,6.25,-3.91,15.00,9.8,14.79,196,18.00,2.00,97,1.80,1566,14.1,0.00,0
2.320,0.71,14.63,14.64,1.000,0.00,0.00,1384,1407,1,106,18.73,-4.25,208,91.01,0.95,1.000,6.25,-3.91,14.86,9.8,14.79,196,18.00,2.00,97,1.80,1578,14.1,0.00,0
2.342,0.70,14.63,14.64,1.000,0.00,0.00,1407,1354,1,106,18.99,-4.38,208,91.61,1.05,1.000,6.25,-3.91,14.75,9.8,14.79,196,18.00,2.05,97,1.80,1603,14.1,0.00,0
2.363,0.70,14.63,14.64,1.000,0.00,0.00,1401,1354,1,106,19.13,-4.44,208,92.06,1.12,1.000,6.25,-3.91,14.72,9.8,14.79,196,18.00,2.05,97,1.80,1623,14.1,0.00,0
2.380,0.69,14.63,14.64,1.000,0.00,0.00,1418,1354,1,106,19.31,-4.47,208,92.36,1.19,1.000,6.25,-3.91,14.73,9.8,14.79,196,18.00,2.05,97,1.80,1647,14.1,0.00,0
2.401,0.69,14.63,14.64,1.000,0.00,0.00,1405,1354,1,106,19.42,-4.51,208,92.62,1.13,1.000,5.47,-3.91,14.72,9.8,14.79,196,18.50,2.11,97,1.82,1663,14.1,0.00,0
2.418,0.69,14.63,14.64,1.000,0.00,0.00,1404,1354,1,106,19.63,-4.59,208,92.60,1.14,1.000,5.47,-3.91,14.67,10.2,14.79,196,18.50,2.11,97,1.82,1698,14.1,0.00,0
2.448,0.69,14.63,14.64,1.000,0.00,0.00,1362,1354,1,106,19.91,-4.75,208,92.09,1.20,1.000,6.25,-3.91,14.62,10.2,14.79,196,19.00,2.17,97,1.84,1722,14.1,0.00,0
2.464,0.67,14.63,14.64,1.000,0.00,0.00,1394,1354,1,106,20.16,-4.74,208,91.69,1.22,1.000,5.47,-3.91,14.63,10.2,14.79,196,19.50,2.25,97,1.84,1758,14.1,0.00,0
2.478,0.67,14.63,14.64,1.000,0.00,0.00,1335,1354,1,106,20.13,-4.79,208,91.26,1.11,1.000,5.47,-3.91,14.64,10.2,14.79,196,19.50,2.25,97,1.84,1779,14.1,0.00,0
2.503,0.67,14.63,14.64,1.000,0.00,0.00,1362,1354,1,106,20.23,-4.98,208,91.14,1.23,1.000,5.47,-3.91,14.62,10.2,14.79,196,19.50,2.25,97,1.84,1785,14.1,0.00,0
2.523,0.67,14.63,14.64,1.000,0.00,0.00,1377,1354,1,106,20.29,-4.89,208,91.05,1.09,1.000,5.47,-3.91,14.57,10.2,14.79,196,19.50,2.30,97,1.84,1805,14.1,0.00,0
2.539,0.66,14.63,14.64,1.000,0.00,0.00,1394,1354,1,106,20.22,-5.08,208,90.51,1.09,1.000,5.47,-3.91,14.55,10.2,14.79,196,19.50,2.30,97,1.84,1814,14.1,0.00,0
2.568,0.66,14.63,14.64,1.000,0.00,0.00,1363,1354,1,106,20.21,-5.14,208,89.86,1.23,1.000,4.69,-3.91,14.49,10.2,14.79,196,20.50,1.94,97,1.84,1827,14.1,0.00,0
2.574,0.66,14.63,14.64,1.000,0.00,0.00,1378,1354,1,106,20.10,-5.18,208,89.46,1.21,1.000,4.69,-3.91,14.43,9.8,14.79,196,20.50,1.94,97,1.84,1829,14.1,0.00,0
2.604,0.65,14.63,14.64,1.000,0.00,0.00,1339,1301,1,106,20.03,-5.27,208,89.41,1.25,1.000,4.69,-3.91,14.43,9.8,14.79,196,20.50,1.95,97,1.84,1831,14.1,0.00,0
2.611,0.65,14.63,14.64,1.000,0.00,0.00,1374,1301,1,106,19.89,-5.27,208,89.47,1.30,1.000,4.69,-3.91,14.43,9.8,14.79,196,20.50,1.95,97,1.84,1828,14.1,0.00,0
2.622,0.65,14.63,14.64,1.000,0.00,0.00,1339,1301,1,106,19.84,-5.23,208,89.39,1.24,1.000,4.69,-3.91,14.38,9.8,14.79,196,21.00,1.95,97,1.84,1832,14.1,0.00,0
