Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17120][2017 USDM WRX MT COBB Custom Features][Reflash: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm - Realtime: Szymon-2017-WRX-Stage-2-FBO-E-Built-Tuned-No-Burble.ptm]
0.232,0.75,14.60,14.64,0.812,0.00,-1.05,1369,1460,6,73,33.19,-4.42,202,122.06,-0.70,1.000,-1.56,-2.34,14.47,18.0,14.65,196,21.00,3.38,68,2.26,2641,18.4,0.00,0
0.274,0.75,14.60,14.64,0.812,0.00,-1.05,1458,1460,6,73,32.94,-4.56,202,122.00,-0.49,1.000,-1.56,-2.34,14.50,18.0,14.65,196,21.00,3.38,68,2.26,2645,18.4,0.00,0
0.278,0.75,14.60,14.64,0.812,0.00,-1.05,1466,1460,6,73,33.38,-4.12,202,122.51,-0.65,1.000,-1.56,-2.34,14.45,18.0,14.65,196,20.00,3.39,68,2.26,2638,18.4,0.00,0
0.322,0.75,14.60,14.64,0.812,0.00,-1.05,1443,1460,6,73,33.47,-4.45,202,122.50,-0.91,1.000,-1.56,-2.34,14.48,18.0,14.65,196,20.00,3.38,68,2.24,2635,18.4,0.00,0
0.327,0.75,14.60,14.64,0.812,0.00,-1.05,1468,1460,6,73,33.00,-4.46,202,122.94,-0.56,1.000,-1.56,-2.34,14.53,18.0,14.65,196,20.00,3.38,68,2.24,2637,18.4,0.00,0
0.331,0.74,14.60,14.64,0.812,0.00,-1.05,1509,1460,6,73,33.01,-4.27,202,122.86,-0.54,1.000,-1.56,-2.34,14.56,18.0,14.65,196,20.00,3.38,68,2.28,2641,18.8,0.00,0
0.357,0.76,14.60,14.64,0.812,0.00,-1.05,1478,1460,6,73,33.64,-4.17,202,122.45,-0.86,1.000,-2.34,-2.34,14.59,18.0,14.65,196,20.50,3.38,68,2.24,2642,18.4,0.00,0
0.442,0.75,14.60,14.64,0.812,0.00,-1.05,1489,1460,6,73,33.45,-4.31,202,122.08,-0.74,1.000,-2.34,-2.34,14.66,18.0,14.65,196,20.00,3.38,68,2.26,2640,18.4,0.00,0
0.446,0.75,14.60,14.64,0.812,0.00,-1.05,1479,1460,6,73,33.34,-4.53,202,122.01,-0.67,1.000,-2.34,-2.34,14.62,18.0,14.65,196,20.00,3.38,68,2.26,2645,18.4,0.00,0
0.473,0.75,14.60,14.64,0.812,0.00,-1.05,1494,1460,6,73,33.25,-4.57,202,122.00,-0.48,1.000,-1.56,-2.34,14.63,18.0,14.65,196,21.00,3.38,68,2.26,2643,18.4,0.00,0
0.494,0.76,14.60,14.64,0.812,0.00,-1.05,1451,1460,6,73,33.57,-4.36,202,121.26,-1.04,1.000,-1.56,-2.34,14.63,17.6,14.65,196,20.50,3.38,68,2.26,2640,18.4,0.00,0
0.499,0.75,14.60,14.64,0.812,0.00,-1.05,1431,1460,6,73,33.27,-4.48,202,121.60,-0.74,1.000,-1.56,-2.34,14.63,18.0,14.65,196,21.00,3.39,68,2.24,2645,18.8,0.00,0
0.533,0.75,14.60,14.64,0.812,0.00,-1.05,1454,1460,6,73,33.34,-4.27,202,122.03,-0.78,1.000,-1.56,-2.34,14.62,18.0,14.65,196,21.00,3.39,68,2.24,2644,18.8,0.00,0
0.559,0.76,14.60,14.64,0.812,0.00,-1.05,1458,1460,6,73,33.80,-4.09,202,122.00,-0.78,1.000,-1.56,-2.34,14.59,18.0,14.65,196,21.00,3.39,68,2.26,2641,18.4,0.00,0
0.590,0.75,14.60,14.64,0.812,0.00,-1.05,1413,1460,6,73,33.56,-4.36,202,122.38,-0.74,1.000,-1.56,-2.34,14.58,18.0,14.65,196,21.00,3.39,68,2.26,2647,18.4,0.00,0
0.608,0.75,14.60,14.64,0.812,0.00,-1.05,1443,1460,6,73,33.32,-4.50,202,122.39,-0.53,1.000,-1.56,-2.34,14.56,18.0,14.65,196,21.00,3.39,68,2.24,2647,18.4,0.00,0
0.640,0.75,14.60,14.64,0.812,0.00,-1.05,1500,1460,6,73,33.43,-4.31,202,122.34,-0.72,1.000,-1.56,-2.34,14.60,18.0,14.65,196,21.00,3.39,68,2.24,2650,18.4,0.00,0
0.669,0.75,14.60,14.64,0.812,0.00,-1.05,1469,1460,6,73,33.99,-4.02,202,122.76,-0.72,1.000,-2.34,-2.34,14.59,18.0,14.65,196,21.00,3.39,68,2.26,2648,18.4,0.00,0
0.705,0.76,14.60,14.64,0.812,0.00,-1.05,1457,1460,6,73,33.76,-4.17,202,122.43,-0.98,1.000,-2.34,-2.34,14.53,18.0,14.65,196,21.00,3.39,68,2.26,2644,18.4,0.00,0
0.710,0.75,14.60,14.64,0.812,0.00,-1.05,1449,1460,6,73,33.40,-4.43,202,122.43,-0.86,1.000,-2.34,-2.34,14.57,18.0,14.65,196,21.00,3.38,68,2.26,2644,18.4,0.00,0
0.738,0.75,14.60,14.64,0.812,0.00,-1.05,1490,1460,6,73,33.41,-4.32,202,122.00,-0.73,1.000,-2.34,-2.34,14.58,18.0,14.65,196,21.00,3.38,68,2.26,2645,18.4,0.00,0
0.773,0.76,14.60,14.64,0.812,0.00,-1.05,1455,1460,6,73,33.81,-4.02,202,121.61,-1.06,1.000,-2.34,-2.34,14.63,18.0,14.65,196,21.00,3.39,68,2.26,2646,18.4,0.00,0
0.780,0.75,14.60,14.64,0.812,0.00,-1.05,1466,1460,6,73,33.22,-4.50,202,121.24,-0.72,1.000,-2.34,-2.34,14.59,17.6,14.65,196,21.00,3.38,68,2.24,2642,18.4,0.00,0
0.816,0.75,14.60,14.64,0.812,0.00,-1.05,1442,1460,6,73,33.20,-4.31,202,121.25,-0.60,1.000,-2.34,-2.34,14.55,17.6,14.65,196,21.00,3.38,68,2.24,2641,18.4,0.00,0
0.820,0.75,14.60,14.64,0.812,0.00,-1.05,1515,1460,6,73,33.49,-4.10,202,120.80,-1.02,1.000,-2.34,-2.34,14.59,17.6,14.65,196,20.00,3.38,68,2.26,2642,18.4,0.00,0
0.836,0.76,14.60,14.64,0.812,0.00,-1.05,1492,1460,6,73,33.78,-4.05,202,120.43,-1.02,1.000,-2.34,-2.34,14.60,17.6,14.65,196,20.00,3.38,68,2.26,2645,18.4,0.00,0
0.854,0.75,14.60,14.64,0.812,0.00,-1.05,1493,1460,6,73,33.22,-4.37,202,120.47,-1.09,1.000,-2.34,-2.34,14.57,17.6,14.65,196,21.00,3.38,68,2.24,2641,18.4,0.00,0
0.899,0.74,14.60,14.64,0.812,0.00,-1.05,1514,1460,6,73,32.96,-4.51,202,120.88,-0.61,1.000,-2.34,-2.34,14.63,17.6,14.65,196,21.00,3.38,68,2.24,2641,18.4,0.00,0
0.936,0.75,14.60,14.64,0.812,0.00,-1.05,1444,1460,6,73,33.14,-4.53,202,121.25,-0.75,1.000,-2.34,-2.34,14.62,18.0,14.65,196,21.00,3.38,68,2.26,2641,18.4,0.00,0
0.940,0.74,14.60,14.64,0.812,0.00,-1.05,1467,1460,6,73,33.10,-4.47,202,121.61,-0.55,1.000,-2.34,-2.34,14.64,18.0,14.65,196,21.00,3.38,68,2.24,2645,18.4,0.00,0
0.970,0.75,14.60,14.64,0.812,0.00,-1.05,1463,1460,6,73,33.36,-4.06,202,121.62,-0.81,1.000,-2.34,-2.34,14.56,18.0,14.65,196,21.00,3.38,68,2.24,2643,18.4,0.00,0
0.996,0.76,14.60,14.64,0.812,0.00,-1.05,1499,1460,6,73,33.68,-4.12,202,121.61,-0.96,1.000,-2.34,-2.34,14.58,18.0,14.65,196,21.00,3.38,68,2.24,2645,18.4,0.00,0
1.023,0.75,14.60,14.64,0.812,0.00,-1.05,1451,1460,6,73,33.34,-4.35,202,121.15,-0.80,1.000,-2.34,-2.34,14.65,17.6,14.65,196,20.00,3.38,68,2.26,2647,18.4,0.00,0
1.054,0.75,14.60,14.64,0.812,0.00,-1.05,1427,1460,6,73,33.13,-4.48,202,121.59,-0.64,1.000,-2.34,-2.34,14.63,18.0,14.65,196,20.00,3.38,68,2.26,2646,18.4,0.00,0
1.087,0.74,14.60,14.64,0.812,0.00,-1.05,1458,1460,6,73,33.30,-4.09,202,121.61,-0.75,1.000,-1.56,-2.34,14.67,18.0,14.65,196,21.00,3.39,68,2.26,2645,18.4,0.00,0
1.096,0.75,14.60,14.64,0.812,0.00,-1.05,1462,1460,6,73,33.58,-4.02,202,121.93,-1.06,1.000,-1.56,-2.34,14.66,18.0,14.65,196,21.00,3.39,68,2.26,2650,18.4,0.00,0
1.105,0.76,14.60,14.64,0.812,0.00,-1.05,1451,1460,6,73,33.53,-4.34,202,122.38,-0.85,1.000,-1.56,-2.34,14.65,18.0,14.65,196,20.00,3.39,68,2.26,2647,18.8,0.00,0
1.109,0.75,14.60,14.64,0.812,0.00,-1.05,1434,1460,6,73,33.11,-4.44,202,122.83,-0.85,1.000,-1.56,-2.34,14.66,18.0,14.65,196,20.00,3.39,68,2.26,2645,18.8,0.00,0
1.134,0.75,14.60,14.64,0.812,0.00,-1.05,1502,1460,6,73,33.28,-4.31,202,122.78,-0.69,1.000,-1.56,-2.34,14.67,18.0,14.65,196,21.00,3.38,68,2.24,2647,18.8,0.00,0
1.150,0.76,14.60,14.64,0.812,0.00,-1.05,1485,1460,6,73,33.54,-4.26,202,124.43,-0.73,1.000,-0.78,-2.34,14.64,18.4,14.65,196,21.00,3.39,68,2.26,2645,18.8,0.00,0
1.165,0.75,14.60,14.64,0.812,0.00,-1.05,1490,1460,6,73,33.55,-4.46,202,125.15,-0.52,1.000,-0.78,-2.34,14.64,18.4,14.65,196,21.00,3.39,68,2.26,2648,18.8,0.00,0
1.180,0.75,14.60,14.64,0.812,0.00,-1.05,1473,1460,6,73,33.47,-4.40,202,125.95,-0.42,1.000,-0.78,-2.34,14.62,18.4,14.65,196,21.00,3.39,68,2.28,2648,18.8,0.00,0
1.216,0.76,14.60,14.64,0.812,0.00,-1.05,1491,1460,6,73,33.85,-4.23,202,126.83,-0.42,1.000,-0.78,-2.34,14.63,18.8,14.65,196,21.00,3.39,68,2.28,2645,18.8,0.00,0
1.242,0.78,14.60,14.64,0.812,0.00,-1.05,1466,1460,6,73,34.48,-4.19,202,127.58,-0.87,1.000,-0.78,-2.34,14.57,18.8,14.65,196,21.00,3.39,68,2.28,2649,19.2,0.00,0
1.265,0.76,14.60,14.64,0.812,0.00,-1.05,1485,1513,6,73,34.12,-4.30,202,128.78,-0.51,1.000,-0.78,-2.34,14.63,19.2,14.65,196,21.00,3.39,68,2.28,2651,19.2,0.00,0
1.290,0.78,14.60,14.64,0.812,0.00,-1.05,1481,1513,6,73,34.90,-3.75,202,134.01,-0.51,1.000,-0.78,-2.34,14.60,20.0,14.65,196,20.50,3.39,68,2.30,2647,19.6,0.00,0
1.319,0.79,14.56,14.59,0.812,0.00,-1.05,1538,1513,6,73,35.15,-3.92,202,139.06,-0.13,1.000,-0.78,-2.34,14.54,20.4,14.65,196,20.50,3.39,68,2.30,2649,19.6,0.00,0
1.353,0.79,14.56,14.59,0.812,0.00,-1.05,1478,1513,6,73,35.34,-4.06,202,144.15,0.29,1.000,-0.78,-2.34,14.56,21.2,14.65,196,20.00,3.39,68,2.32,2650,20.8,0.00,0
1.389,0.83,14.52,14.53,0.812,0.00,-1.05,1556,1566,6,73,37.39,-3.34,202,150.40,-0.07,1.000,-0.78,-2.34,14.54,21.6,14.65,196,19.50,3.39,68,2.42,2648,21.2,0.00,0
1.416,0.85,14.36,14.47,0.812,0.00,-1.05,1504,1566,6,73,38.18,-3.26,202,151.57,-0.17,1.000,-0.78,-2.34,14.55,22.0,14.65,196,19.50,3.39,68,2.42,2646,21.2,0.00,0
1.447,0.87,14.30,14.36,0.812,0.00,-1.05,1558,1619,6,73,39.07,-2.91,202,152.57,-0.41,1.000,0.00,-2.34,14.50,22.0,14.65,196,18.00,3.96,68,2.42,2654,21.6,0.00,0
1.477,0.89,14.30,14.31,0.812,0.00,-1.05,1590,1619,6,73,39.88,-2.80,202,154.89,-0.41,1.000,0.00,-2.34,14.48,22.4,14.65,196,17.00,3.96,68,2.44,2652,21.6,0.00,0
1.506,0.91,14.22,14.25,0.812,0.00,-1.05,1559,1672,6,73,40.29,-2.67,202,159.98,-0.56,1.000,0.00,-2.34,14.47,22.7,14.65,196,17.00,3.96,68,2.44,2650,21.6,0.00,0
1.538,0.92,14.14,14.20,0.812,0.00,-1.05,1701,1672,6,73,41.03,-2.47,202,174.73,0.23,1.000,0.78,-2.34,14.21,24.3,14.65,196,16.00,3.95,68,2.44,2648,22.0,0.00,0
1.573,0.97,13.95,13.99,0.812,0.00,-1.05,1706,1725,6,73,43.60,-2.16,202,180.38,0.19,1.000,0.78,-2.34,14.04,25.1,14.65,196,15.00,4.53,68,2.52,2654,23.5,0.00,0
1.588,0.98,13.83,13.84,0.812,0.00,-1.05,1698,1725,6,73,43.78,-2.17,202,182.07,0.48,1.000,0.78,-2.34,13.96,25.5,14.65,196,15.00,4.53,68,2.52,2652,23.5,0.00,0
1.616,1.00,13.83,13.84,0.812,0.00,-1.05,1657,1725,6,73,44.39,-1.71,202,182.09,0.52,1.000,0.78,-2.34,14.03,25.5,14.65,196,14.00,5.09,68,2.58,2651,23.5,0.00,0
1.661,1.02,13.77,13.84,0.812,0.00,-1.05,1681,1725,6,73,45.22,-1.66,202,183.19,0.08,1.000,0.78,-2.34,13.95,25.5,14.65,196,14.00,5.09,68,2.58,2650,23.5,0.00,0
1.676,1.02,13.66,13.68,0.812,0.00,-1.05,1681,1792,6,73,45.73,-1.60,202,185.50,-0.06,1.000,1.56,-2.34,13.88,25.9,14.65,196,13.50,4.52,68,2.54,2653,23.5,0.00,0
1.711,1.05,13.60,13.63,0.812,0.00,-1.05,1761,1792,6,73,46.27,-1.39,202,194.50,0.54,1.000,0.78,-2.34,13.54,26.7,14.65,196,13.00,4.53,68,2.58,2648,23.9,0.00,0
1.729,1.05,13.64,13.68,0.812,0.00,-1.05,1760,1792,6,73,47.36,-1.03,202,197.35,0.50,1.000,0.78,-2.34,13.38,27.1,14.65,196,13.00,4.53,68,2.58,2655,23.9,0.00,0
1.745,1.07,13.51,13.59,0.812,0.00,-1.05,1777,1792,6,73,48.22,-1.16,202,201.88,0.52,1.000,-0.78,-2.34,13.33,27.5,14.65,196,13.00,5.11,68,2.58,2660,24.7,0.00,0
1.788,1.09,13.48,13.49,0.812,0.00,-1.05,1813,1792,6,73,48.79,-1.17,202,213.24,1.10,1.000,-0.78,-2.34,13.24,29.0,14.65,196,13.00,5.11,68,2.58,2661,24.7,0.00,0
1.824,1.14,13.36,13.44,0.812,0.00,-1.05,1749,1845,6,73,51.83,-0.17,202,225.70,1.02,1.000,-0.78,-2.34,13.42,30.6,14.65,196,12.00,5.10,68,2.70,2660,26.7,6.27,0
1.845,1.18,13.36,13.39,0.812,0.00,-1.05,1751,1845,6,73,52.59,-0.26,202,227.95,1.02,1.000,-0.78,-2.34,13.36,31.4,14.65,196,12.00,5.10,68,2.70,2662,26.7,6.27,0
1.860,1.19,13.27,13.30,0.812,0.00,-1.05,1804,1845,6,73,53.08,-0.26,202,228.94,1.35,1.000,0.78,-2.34,13.35,31.8,14.65,196,11.00,5.11,68,2.72,2665,27.5,7.45,0
1.876,1.20,13.25,13.25,0.812,0.00,-1.05,1900,1845,6,73,53.81,0.25,202,230.96,1.48,1.000,0.78,-2.34,13.38,32.2,14.65,196,11.00,5.11,68,2.72,2660,27.5,7.45,0
1.902,1.22,13.22,13.25,0.812,0.00,-1.05,1854,1845,6,73,54.87,0.57,202,232.70,1.00,1.000,0.78,-2.34,13.39,32.5,14.65,196,11.00,5.11,68,2.72,2665,27.5,7.45,0
1.923,1.25,13.16,13.20,0.812,0.00,-1.05,1783,1845,6,73,56.05,0.65,202,235.70,0.68,1.000,0.78,-2.34,13.31,33.7,14.65,196,10.00,6.25,68,2.78,2664,27.8,8.24,0
1.938,1.27,13.08,13.11,0.812,0.00,-1.05,1813,1845,6,73,56.79,0.53,202,242.40,1.45,1.000,1.56,-2.34,13.04,34.9,14.65,196,9.50,6.25,68,2.78,2662,28.6,10.20,0
1.959,1.28,13.05,13.11,0.812,0.00,-1.05,1875,1845,6,73,57.36,1.22,202,246.40,1.01,1.000,1.56,-2.34,12.94,36.1,14.65,196,9.50,6.25,68,2.78,2661,28.6,10.20,0
1.984,1.31,13.05,13.07,0.812,0.00,-1.05,1927,1845,6,73,58.87,1.32,202,249.44,1.01,1.000,0.00,-2.34,12.85,36.9,14.65,196,8.50,6.24,68,2.84,2665,29.8,12.55,0
2.007,1.34,13.00,13.02,0.812,0.00,-0.70,1855,1845,6,73,60.46,1.81,202,252.46,1.07,1.000,0.00,-2.34,12.86,37.6,14.65,196,8.50,6.24,68,2.84,2668,29.8,12.55,0
2.032,1.38,12.88,12.89,0.812,0.00,-0.70,1803,1845,6,73,62.01,1.67,202,255.94,1.12,1.000,0.00,-2.34,12.93,38.4,14.65,196,8.50,6.25,68,2.82,2667,32.5,14.12,0
2.054,1.41,12.82,12.89,0.812,0.00,-0.70,1876,1845,6,73,62.84,1.81,202,256.69,1.07,1.000,0.00,-2.34,12.99,39.2,14.65,196,8.50,6.25,68,2.82,2669,32.5,14.12,0
2.071,1.45,12.73,12.76,0.812,0.00,-0.70,1928,1845,6,73,65.40,2.73,202,261.65,0.34,1.000,0.78,-2.34,13.09,40.0,14.65,196,8.00,6.26,68,2.94,2670,34.5,15.29,0
2.095,1.47,12.36,12.76,0.812,0.00,-0.70,1841,1845,6,73,66.34,3.26,202,262.50,-0.03,1.000,0.78,-2.34,12.97,40.4,14.65,196,8.00,6.26,68,2.94,2668,34.5,15.29,0
2.112,1.53,12.08,12.10,0.812,0.00,-0.70,1756,1845,6,73,68.61,3.21,202,263.55,0.08,1.000,3.91,-2.34,12.85,41.2,14.65,196,6.00,7.41,68,2.94,2674,38.4,16.86,0
2.136,1.55,11.89,12.10,0.812,0.00,-0.70,1866,1845,6,73,69.56,3.37,202,263.73,0.06,1.000,3.91,-2.34,12.84,41.2,14.65,196,6.00,7.41,68,2.94,2669,38.4,16.86,0
2.163,1.60,11.79,11.80,0.812,0.00,-0.70,1931,1845,6,73,71.59,4.34,202,263.71,-0.73,1.000,5.47,-2.34,12.56,41.2,14.65,196,5.00,7.97,68,3.02,2669,38.8,16.86,0
2.188,1.64,11.77,11.80,0.812,0.00,-0.70,1802,1845,6,73,73.23,4.45,202,263.85,-1.29,1.000,5.47,-2.34,12.12,41.2,14.65,196,4.50,9.11,68,3.00,2669,38.8,16.86,0
2.217,1.64,11.76,11.80,0.812,0.00,-0.70,1777,1845,6,73,73.69,4.34,202,264.33,-1.29,1.000,5.47,-2.34,11.79,41.6,14.65,196,4.50,9.11,68,3.00,2675,38.8,16.86,0
2.222,1.66,11.76,11.76,0.812,0.00,-0.70,1903,1845,6,73,74.70,4.38,202,264.44,-0.98,1.000,1.56,-1.56,11.61,41.6,14.65,196,4.50,8.56,68,3.00,2682,40.0,17.25,0
2.242,1.68,11.75,11.76,0.812,0.00,-0.70,1974,1845,6,73,76.44,5.06,202,264.08,-1.00,1.000,1.56,-1.56,11.50,41.2,14.65,196,4.50,8.56,68,3.00,2681,40.0,17.25,0
2.277,1.75,11.72,11.76,0.812,0.00,-0.70,1856,1845,6,73,77.98,5.53,202,263.90,-2.33,1.000,0.00,-0.78,11.37,41.2,14.65,196,5.00,9.15,68,3.08,2675,38.4,16.86,0
2.291,1.73,11.71,11.72,0.812,0.00,-0.70,1827,1845,6,73,77.67,5.35,202,263.85,-2.20,1.000,0.00,0.00,11.49,41.2,14.65,196,5.00,9.15,68,3.02,2680,38.4,16.86,0
2.316,1.73,11.72,11.72,0.812,0.00,-0.70,1932,1845,6,73,77.82,5.26,202,263.93,-1.93,1.000,0.00,0.00,11.53,41.2,14.65,196,5.00,9.15,68,3.02,2681,38.4,16.86,0
2.329,1.76,11.71,11.72,0.812,0.00,-0.70,1817,1845,6,73,79.70,5.87,202,263.94,-2.49,1.000,0.00,0.00,11.58,41.2,14.65,196,5.00,9.71,68,3.14,2679,38.4,16.86,0
2.351,1.80,11.70,11.72,0.812,0.00,-0.70,1818,1845,6,73,80.52,6.12,202,263.99,-2.77,1.000,0.00,0.00,11.59,41.2,14.65,196,5.00,9.71,68,3.14,2683,38.4,16.86,0
2.362,1.82,11.69,11.72,0.812,0.00,-0.70,1899,1845,6,73,81.80,6.46,202,264.05,-3.10,1.000,0.00,0.00,11.49,41.2,14.65,196,5.00,9.71,68,3.14,2688,38.4,16.86,0
2.398,1.82,11.68,11.69,0.812,0.00,-0.70,1861,1845,6,73,81.80,6.15,202,264.21,-2.93,1.000,0.00,0.00,11.53,41.6,14.65,196,5.00,9.75,68,3.06,2685,39.6,16.86,0
2.418,1.85,11.68,11.69,0.812,0.00,-0.70,1904,1845,6,73,83.00,6.30,202,264.24,-2.79,1.000,-0.78,0.78,11.59,41.6,14.65,196,4.50,9.74,68,3.18,2684,39.6,16.86,0
2.434,1.89,11.68,11.69,0.812,0.00,-0.70,1786,1845,6,73,85.02,7.01,202,264.59,-3.66,1.000,-0.78,0.78,11.55,41.6,14.65,196,4.50,9.74,68,3.18,2688,39.6,16.86,0
2.463,1.90,11.67,11.69,0.812,0.00,-0.70,1921,1845,6,73,85.66,7.53,202,264.61,-3.89,1.000,-0.78,1.56,11.44,41.6,14.65,196,4.00,10.32,68,3.16,2690,39.6,16.86,0
2.489,1.91,11.64,11.65,0.812,0.00,-0.70,1933,1845,6,73,86.06,7.17,202,264.96,-3.88,1.000,-0.78,1.56,11.42,42.0,14.65,196,4.00,10.32,68,3.16,2693,39.6,16.86,0
2.536,1.91,11.64,11.65,0.812,0.00,-0.70,1930,1845,6,73,86.51,7.17,202,265.39,-3.88,1.000,-0.78,2.34,11.47,42.0,14.65,196,3.50,10.34,68,3.16,2692,39.2,16.86,0
2.561,1.98,11.64,11.65,0.812,0.00,-0.70,1931,1845,6,73,89.04,8.07,202,265.73,-4.52,1.000,0.00,3.12,11.50,42.4,14.65,196,3.00,10.92,68,3.24,2695,40.4,17.25,0
2.571,2.00,11.63,11.65,0.812,0.00,-0.70,1774,1845,6,73,90.58,8.53,202,265.98,-5.04,1.000,0.00,3.12,11.48,42.4,14.65,196,3.00,10.92,68,3.24,2702,40.4,17.25,0
2.588,2.02,11.54,11.54,0.812,0.00,-0.70,1865,1845,6,73,90.83,8.26,202,266.38,-5.03,1.000,0.00,3.91,11.40,42.7,14.65,196,3.00,11.53,68,3.20,2702,40.0,17.25,0
2.606,2.02,11.52,11.54,0.812,0.00,-0.70,1966,1845,6,73,91.38,8.21,202,266.69,-4.66,1.000,0.00,3.91,11.46,42.7,14.65,196,3.00,11.53,68,3.20,2702,40.0,17.25,0
2.621,2.03,11.59,11.54,0.812,0.00,-0.70,1879,1845,6,73,93.09,9.10,202,267.19,-5.52,1.000,-0.78,3.91,11.41,43.1,14.65,196,3.00,11.52,68,3.30,2699,41.2,17.25,0
2.637,2.08,11.59,11.61,0.812,0.00,-0.70,1941,1845,6,73,94.22,9.49,202,267.55,-5.52,1.000,-0.78,3.91,11.40,43.1,14.65,196,3.00,11.52,68,3.30,2702,41.2,17.25,0
2.662,2.11,11.52,11.54,0.812,0.00,-0.70,1802,1845,6,73,95.19,9.49,202,267.94,-5.89,1.000,-1.56,3.12,11.46,43.5,14.65,196,2.00,11.56,68,3.28,2709,42.0,17.65,0
2.674,2.09,11.49,11.51,0.812,0.00,0.00,1770,1898,6,73,95.29,9.25,202,268.36,-5.84,1.000,-1.56,3.12,11.43,43.5,14.65,196,2.00,11.56,68,3.28,2717,42.0,17.65,0
2.708,2.09,11.48,11.51,0.812,0.00,0.00,1701,1898,6,73,95.29,9.14,202,268.39,-5.58,1.000,-1.56,3.12,11.66,43.5,14.65,196,2.00,11.56,68,3.28,2719,42.0,17.65,0
